order_id,customer_id,order_date,ship_date,status,quality_flag
ORD-000384,CUST-00179,2026-04-20,2026-04-20,cancelled,False
ORD-000246,CUST-00070,2025-12-12,2025-12-21,completed,False
ORD-000194,CUST-00025,2025-12-13,2025-12-23,cancelled,False
ORD-000256,CUST-00068,2025-12-20,2025-12-26,processing,False
ORD-000110,CUST-00045,2026-03-23,2026-03-23,completed,False
ORD-000488,CUST-00002,2025-11-04,2025-11-04,completed,False
ORD-000146,CUST-00002,2025-05-13,2025-05-22,completed,False
ORD-000093,CUST-00037,2026-03-06,2026-03-13,shipped,False
ORD-000153,CUST-00115,2025-06-08,2025-06-09,completed,False
ORD-000229,CUST-00144,2026-01-06,2026-01-14,completed,False
ORD-000417,CUST-00061,2025-06-02,2025-06-05,returned,False
ORD-000084,CUST-00062,2025-08-18,2025-08-19,returned,False
ORD-000273,CUST-00151,2025-03-17,2025-03-23,cancelled,False
ORD-000166,CUST-00171,2025-09-14,2025-09-14,cancelled,False
ORD-000164,CUST-00183,2026-01-27,2026-02-04,cancelled,False
ORD-000200,CUST-00103,2025-10-20,2025-10-25,completed,False
ORD-000238,CUST-00173,2025-07-06,2025-07-08,returned,False
ORD-000075,CUST-00109,2025-06-06,2025-06-16,completed,False
ORD-000315,CUST-00093,2025-04-13,2025-04-23,shipped,False
ORD-000223,,2026-04-02,2026-04-05,processing,False
ORD-000480,CUST-00199,2025-08-15,2025-08-22,cancelled,False
ORD-000120,CUST-00061,2026-06-28,2026-07-06,processing,False
ORD-000287,CUST-00133,2025-11-12,2025-11-22,returned,False
ORD-000305,CUST-00081,2025-10-22,2025-10-23,returned,False
ORD-000425,CUST-00128,2025-12-06,2025-12-15,returned,False
ORD-000361,CUST-00005,2025-07-02,2025-07-10,returned,False
ORD-000408,CUST-00147,2026-06-21,2026-06-21,completed,False
ORD-000235,CUST-00078,2025-03-17,2025-03-19,completed,False
ORD-000381,CUST-00027,2026-02-23,2026-02-25,cancelled,False
ORD-000479,CUST-00185,2026-06-07,2026-06-15,returned,False
ORD-000391,CUST-00006,2025-08-11,2025-08-18,processing,False
ORD-000279,CUST-00053,2025-02-09,2025-02-11,processing,False
ORD-000037,CUST-00064,2026-04-21,2026-04-25,cancelled,False
ORD-000197,CUST-00169,2025-07-26,2025-07-26,completed,False
ORD-000140,CUST-00180,2026-02-01,2026-02-07,processing,False
ORD-000372,CUST-00101,2025-08-11,2025-08-11,returned,False
ORD-000254,CUST-00037,2026-04-21,2026-04-24,returned,False
ORD-000290,CUST-00073,2025-06-24,2025-07-02,returned,False
ORD-000291,,2026-01-25,2026-01-27,shipped,False
ORD-000060,CUST-00103,2026-05-03,2026-05-10,processing,False
ORD-000112,CUST-00011,2026-02-19,2026-02-13,processing,False
ORD-000090,CUST-00108,2025-05-27,2025-06-05,cancelled,False
ORD-000269,CUST-00077,2025-04-21,2025-04-27,processing,False
ORD-000007,CUST-00022,2026-01-27,2026-02-05,shipped,False
ORD-000368,CUST-00091,2025-01-17,2025-01-20,completed,False
ORD-000352,CUST-00102,2026-04-19,2026-04-29,completed,False
order000393,CUST-00032,2025-05-01,2025-05-08,returned,True
ORD-000159,CUST-00131,2026-01-09,2026-01-19,shipped,False
ORD-000151,CUST-00154,2025-11-13,2025-11-15,processing,False
ORD-000178,CUST-00119,2025-01-20,2025-01-24,shipped,False
ORD-000422,CUST-00007,2025-04-06,2025-04-12,cancelled,False
ORD-000185,CUST-00023,2025-01-02,2025-01-11,shipped,False
ORD-000288,CUST-00055,2026-05-01,2026-05-05,returned,False
ORD-000011,CUST-00106,2025-10-22,2025-11-01,shipped,False
ORD-000389,CUST-00163,2025-02-22,2025-02-26,returned,False
ORD-000104,CUST-00107,2025-08-05,2025-08-07,processing,False
ORD-000082,CUST-00035,2025-12-27,2025-12-28,returned,False
ORD-000039,CUST-00125,2025-11-08,2025-11-15,completed,False
ORD-000321,CUST-00026,2025-02-07,2025-02-13,shipped,False
ORD-000199,CUST-00182,2026-04-30,2026-05-04,shipped,False
ORD-000263,CUST-00029,2026-05-26,2026-06-03,cancelled,False
ORD-000147,CUST-00163,2025-11-14,2025-11-13,processing,False
ORD-000401,CUST-00085,2026-03-04,2026-03-08,shipped,False
ORD-000148,CUST-00038,2025-05-11,2025-05-21,returned,False
ORD-000313,CUST-00177,2025-08-20,2025-08-17,completed,False
ORD-000292,CUST-00038,2025-02-02,2025-02-11,completed,False
ORD-000124,CUST-90004,2025-07-01,2025-06-26,cancelled,False
ORD-000376,CUST-00027,2025-08-15,2025-08-21,processing,False
ORD-000097,CUST-00114,2026-03-30,2026-04-09,cancelled,False
ORD-000144,CUST-00178,2025-06-03,2025-06-08,returned,False
ORD-000240,CUST-00200,2025-11-08,2025-11-10,processing,False
ORD-000278,CUST-00070,2026-02-16,2026-02-09,completed,False
ORD-000098,CUST-00140,2026-03-29,2026-04-04,shipped,False
ORD-000357,CUST-00015,2025-07-04,2025-07-06,cancelled,False
ORD-000123,CUST-00085,2025-06-27,2025-07-06,completed,False
ORD-000184,CUST-00120,2025-09-05,2025-09-07,cancelled,False
ORD-000203,CUST-00030,2026-01-31,2026-02-05,cancelled,False
ORD-000247,CUST-00171,2025-03-25,2025-03-25,returned,False
ORD-000312,CUST-00168,2025-09-03,2025-09-06,returned,False
ORD-000415,CUST-00155,2025-10-21,2025-10-21,cancelled,False
ORD-000358,CUST-00071,2026-01-19,2026-01-25,cancelled,False
ORD-000306,CUST-00110,2026-01-24,2026-01-30,shipped,False
ORD-000404,CUST-00152,2025-09-21,2025-09-28,cancelled,False
ORD-000383,CUST-00002,2025-08-19,2025-08-23,shipped,False
ORD-000126,CUST-00003,2025-11-27,2025-11-22,shipped,False
ORD-000489,CUST-00188,2025-01-24,2025-01-29,completed,False
ORD-000224,CUST-00069,2026-05-18,2026-05-21,shipped,False
ORD-000427,CUST-00164,2026-05-02,2026-05-06,completed,False
ORD-000220,CUST-00117,2025-04-27,2025-04-27,shipped,False
ORD-000130,CUST-00182,2026-04-18,2026-04-25,completed,False
ORD-000429,CUST-00067,2025-07-03,2025-06-27,shipped,False
ORD-000485,CUST-00091,2025-12-18,2025-12-25,returned,False
ORD-000335,CUST-00055,2025-01-12,2025-01-16,processing,False
ORD-000385,CUST-00183,2026-03-03,2026-03-11,shipped,False
ORD-000410,CUST-00116,2025-03-11,2025-03-13,shipped,False
ORD-000362,CUST-00016,2025-05-11,2025-05-14,completed,False
order000300,CUST-00093,2025-12-29,2025-12-24,processing,False
ORD-000295,CUST-00180,2026-02-25,2026-03-05,returned,False
ORD-000374,CUST-00186,2025-11-23,2025-12-02,processing,False
ORD-000347,CUST-00118,2025-06-03,2025-06-05,returned,False
ORD-000113,CUST-00046,2025-04-28,2025-05-04,processing,False
ORD-000180,CUST-00069,2025-09-01,2025-09-05,completed,False
ORD-000478,CUST-00043,2025-01-11,2025-01-12,shipped,False
ORD-000353,CUST-00016,2026-02-10,2026-02-14,shipped,False
ORD-000337,CUST-00083,2026-04-22,2026-04-26,cancelled,False
ORD-000492,CUST-00149,2026-04-19,2026-04-22,shipped,False
ORD-000405,CUST-00100,2026-04-17,2026-04-19,processing,False
ORD-000234,CUST-00148,2026-05-06,2026-05-14,cancelled,False
ORD-000457,,2025-07-20,2025-07-27,shipped,False
ORD-000318,CUST-00042,2025-10-22,2025-10-27,completed,False
ORD-000165,CUST-00090,2025-06-15,2025-06-18,shipped,False
ORD-000137,CUST-00002,2025-02-10,2025-02-13,cancelled,False
ORD-000198,CUST-00040,2025-11-20,2025-11-24,cancelled,False
ORD-000259,CUST-00141,2026-04-06,2026-04-09,completed,False
ORD-000233,CUST-00113,2025-03-30,2025-03-31,cancelled,False
ORD-000116,CUST-00105,2026-03-23,2026-04-01,returned,False
ORD-000121,CUST-00139,2025-12-26,2026-01-05,shipped,False
ORD-000356,CUST-00042,2026-04-29,2026-04-29,cancelled,False
ORD-000225,CUST-00025,2025-03-17,2025-03-24,cancelled,False
order000411,CUST-00199,2026-06-02,2026-06-09,completed,False
ORD-000439,CUST-00093,2026-01-25,2026-01-26,returned,False
ORD-000128,CUST-00084,2025-11-07,2025-11-11,completed,False
ORD-000286,CUST-00136,2025-12-06,2025-12-16,cancelled,False
ORD-000433,CUST-00161,2026-01-29,2026-01-31,completed,False
ORD-000108,CUST-00059,2026-05-28,2026-06-05,processing,False
ORD-000378,CUST-00026,2026-03-14,2026-03-22,completed,False
ORD-000332,,2025-05-24,2025-05-31,shipped,False
ORD-000134,CUST-00109,2025-11-26,2025-12-05,returned,False
ORD-000371,CUST-00177,2026-02-16,2026-02-23,returned,False
ORD-000045,CUST-00157,2025-08-11,2025-08-18,shipped,False
ORD-000471,CUST-00056,2026-03-10,2026-03-16,cancelled,False
ORD-000066,CUST-00047,2025-03-17,2025-03-18,returned,False
ORD-000284,CUST-00160,2026-06-06,2026-06-14,returned,False
ORD-000086,CUST-00179,2025-08-20,2025-08-26,returned,False
order000243,CUST-00018,2025-10-09,2025-10-11,processing,False
ORD-000187,CUST-00080,2026-06-21,2026-06-26,returned,False
ORD-000392,CUST-00154,2025-11-07,2025-11-07,shipped,False
ORD-000160,CUST-00166,2026-03-31,2026-04-09,cancelled,False
ORD-000013,CUST-00114,2025-11-03,2025-11-13,processing,False
ORD-000036,CUST-00194,2025-12-02,2025-12-11,completed,False
ORD-000029,CUST-00147,2025-04-28,2025-05-05,shipped,False
ORD-000171,CUST-00011,2025-12-24,2025-12-24,completed,False
ORD-000143,CUST-00036,2026-01-31,2026-02-04,returned,False
ORD-000407,CUST-00004,2026-05-16,2026-05-18,completed,False
ORD-000447,CUST-00175,2026-06-09,2026-06-15,completed,True
ORD-000222,CUST-00180,2025-05-01,2025-05-05,processing,False
ORD-000096,CUST-00178,2025-02-20,2025-03-02,processing,False
ORD-000052,CUST-90014,2025-08-01,2025-08-10,shipped,False
ORD-000241,CUST-00172,2025-08-19,2025-08-24,processing,False
ORD-000399,CUST-00164,2025-11-17,2025-11-23,returned,False
ORD-000387,CUST-00178,2025-12-05,2025-12-15,cancelled,False
ORD-000179,CUST-00136,2026-06-25,2026-07-01,processing,False
ORD-000042,CUST-00075,2026-03-06,2026-03-15,shipped,False
ORD-000445,CUST-00096,2025-04-15,2025-04-17,shipped,False
ORD-000396,CUST-00043,2026-01-03,2026-01-07,processing,False
ORD-000207,CUST-00118,2025-04-16,2025-04-17,processing,False
ORD-000283,,2025-11-03,2025-11-12,returned,False
ORD-000255,CUST-00150,2025-05-28,2025-06-02,processing,False
ORD-000421,CUST-90008,2025-11-04,2025-11-14,completed,False
ORD-000005,CUST-00183,2025-05-30,2025-06-02,cancelled,False
ORD-000257,CUST-00087,2026-06-12,2026-06-20,processing,False
ORD-000458,CUST-00033,2025-11-08,2025-11-08,processing,False
ORD-000101,CUST-00170,2026-05-14,2026-05-22,processing,False
ORD-000227,CUST-00004,2025-03-08,2025-03-16,processing,False
ORD-000045,CUST-00157,2025-08-11,2025-08-18,shipped,False
ORD-000214,CUST-00080,2025-02-05,2025-02-07,shipped,False
ORD-000437,CUST-00191,2026-04-07,2026-04-14,processing,False
ORD-000172,CUST-90001,2026-02-10,2026-02-18,shipped,False
ORD-000099,CUST-00110,2026-06-09,2026-06-10,cancelled,False
ORD-000293,CUST-00184,2025-07-15,2025-07-15,processing,False
ORD-000216,CUST-00085,2025-02-03,2025-02-12,cancelled,False
ORD-000062,CUST-00060,2026-05-31,2026-06-03,completed,False
ORD-000048,CUST-00065,2025-07-14,2025-07-09,completed,False
ORD-000033,CUST-00122,2026-01-13,2026-01-23,processing,False
ORD-000268,CUST-00142,2026-04-27,2026-05-01,completed,False
ORD-000328,CUST-00049,2025-10-30,2025-11-08,shipped,False
ORD-000201,CUST-00069,2025-12-06,2025-12-10,processing,False
ORD-000456,CUST-00013,2026-01-05,2026-01-09,cancelled,False
order000028,CUST-00122,2026-05-09,2026-05-13,processing,False
ORD-000398,CUST-00091,2026-04-26,2026-05-01,processing,False
ORD-000231,CUST-00134,2025-01-27,2025-02-01,returned,False
ORD-000261,CUST-00083,2026-03-05,2026-03-08,processing,False
ORD-000379,CUST-00059,2025-12-19,2025-12-29,cancelled,False
ORD-000289,CUST-00111,2025-08-22,2025-08-22,cancelled,False
ORD-000163,CUST-00015,2026-03-28,2026-04-04,processing,False
ORD-000434,CUST-00153,2026-05-28,2026-06-02,completed,False
ORD-000139,CUST-00199,2025-06-12,2025-06-17,processing,False
ORD-000063,CUST-00045,2026-06-18,2026-06-22,completed,False
ORD-000136,CUST-00151,2025-12-18,2025-12-19,shipped,False
ORD-000129,CUST-00056,2025-12-27,2026-01-04,processing,False
ORD-000487,CUST-00078,2026-03-25,2026-04-01,completed,False
ORD-000009,CUST-00121,2026-04-18,2026-04-28,cancelled,False
ORD-000327,CUST-00079,2025-09-21,2025-09-23,processing,False
ORD-000474,CUST-00181,2026-01-04,2026-01-12,completed,False
ORD-000065,CUST-00053,2025-04-21,2025-04-28,cancelled,False
ORD-000301,CUST-00013,2026-05-11,2026-05-14,processing,False
ORD-000015,CUST-00174,2026-05-10,2026-05-11,cancelled,False
ORD-000157,CUST-00197,2025-06-16,2025-06-18,returned,False
ORD-000041,CUST-00059,2026-04-10,2026-04-15,returned,False
ORD-000380,CUST-90005,2026-06-22,2026-06-27,cancelled,False
ORD-000470,CUST-00036,2025-11-07,2025-11-10,shipped,False
ORD-000412,CUST-00124,2026-05-10,2026-05-20,completed,True
ORD-000217,CUST-00157,2026-01-15,2026-01-20,completed,False
ORD-000280,CUST-00065,2026-05-01,2026-04-24,shipped,False
ORD-000482,CUST-00133,2025-06-04,2025-06-09,cancelled,False
ORD-000440,CUST-00053,2025-10-30,2025-11-02,completed,False
ORD-000338,CUST-00161,2026-05-30,2026-06-03,completed,False
ORD-000237,CUST-00103,2025-12-19,2025-12-21,returned,False
ORD-000208,CUST-00090,2025-11-10,2025-11-17,cancelled,False
ORD-000213,CUST-00009,2025-02-01,2025-02-03,cancelled,False
ORD-000296,CUST-00193,2026-04-28,2026-04-28,shipped,False
ORD-000500,CUST-00160,2025-09-26,2025-10-06,returned,False
ORD-000252,CUST-00056,2025-11-01,2025-11-08,completed,False
ORD-000499,CUST-00045,2025-11-30,2025-11-23,completed,False
ORD-000468,CUST-00197,2026-03-25,2026-03-29,completed,False
ORD-000304,CUST-90012,2025-12-24,2026-01-01,processing,False
ORD-000351,CUST-00190,2026-03-02,2026-03-09,completed,False
ORD-000270,CUST-00034,2026-01-10,2026-01-16,completed,False
ORD-000202,CUST-00075,2026-03-24,2026-03-30,cancelled,False
