order_item_id,order_id,product_id,quantity,unit_price,line_gmv
121,88,8,1,20.47,20.47
122,89,46,2,125.88,251.76
123,90,23,1,83.16,83.16
124,90,48,1,101.03,101.03
125,91,23,1,83.16,83.16
126,92,8,1,20.47,20.47
127,93,9,1,59.69,59.69
128,94,35,1,157.65,157.65
129,95,12,1,117.99,117.99
130,96,46,2,125.88,251.76
131,97,8,3,20.47,61.41
132,97,23,1,83.16,83.16
133,98,41,1,49.55,49.55
134,99,37,1,141.93,141.93
135,100,36,1,53.45,53.45
136,100,14,1,61.39,61.39
137,101,32,1,12.22,12.22
138,102,12,2,117.99,235.98
139,102,6,1,88.2,88.2
140,102,7,1,143.57,143.57
141,103,28,1,84.15,84.15
142,104,18,1,37.74,37.74
143,105,21,1,78.32,78.32
144,106,10,1,163.05,163.05
145,107,26,2,124.26,248.52
146,108,37,1,141.93,141.93
147,108,35,1,157.65,157.65
148,109,14,1,61.39,61.39
149,110,36,1,53.45,53.45
150,111,42,1,138.05,138.05
151,112,31,1,19.71,19.71
152,113,15,1,173.9,173.9
153,113,44,1,69.13,69.13
154,114,3,1,57.71,57.71
155,114,41,1,49.55,49.55
156,115,8,3,20.47,61.41
157,116,47,1,21.34,21.34
158,117,35,1,157.65,157.65
159,118,21,1,78.32,78.32
160,118,47,1,21.34,21.34
161,118,44,2,69.13,138.26
162,119,31,1,19.71,19.71
163,119,37,1,141.93,141.93
164,120,6,1,88.2,88.2
165,120,17,2,101.25,202.5
166,121,35,1,157.65,157.65
167,122,43,1,24.61,24.61
168,123,36,1,53.45,53.45
169,124,36,1,53.45,53.45
170,124,32,2,12.22,24.44
171,124,41,1,49.55,49.55
172,125,8,1,20.47,20.47
173,126,8,1,20.47,20.47
174,126,46,2,125.88,251.76
175,127,10,2,163.05,326.1
176,128,36,1,53.45,53.45
177,128,42,1,138.05,138.05
178,129,19,1,152.53,152.53
179,129,20,1,42.3,42.3
180,130,10,2,163.05,326.1
181,131,14,1,61.39,61.39
182,132,36,1,53.45,53.45
183,133,37,1,141.93,141.93
184,133,27,1,24.68,24.68
185,134,21,1,78.32,78.32
186,135,12,1,117.99,117.99
187,136,43,1,24.61,24.61
188,137,21,1,78.32,78.32
189,138,44,1,69.13,69.13
190,139,21,2,78.32,156.64
191,140,22,1,75.66,75.66
192,141,22,1,75.66,75.66
193,141,18,1,37.74,37.74
194,142,40,3,202.48,607.44
195,143,36,1,53.45,53.45
196,143,33,2,171.28,342.56
197,143,48,1,101.03,101.03
198,144,47,1,21.34,21.34
199,144,36,1,53.45,53.45
200,145,22,1,75.66,75.66
201,146,21,1,78.32,78.32
202,147,45,1,31.58,31.58
203,148,14,1,61.39,61.39
204,148,18,1,37.74,37.74
205,149,21,1,78.32,78.32
206,150,44,1,69.13,69.13
207,151,3,2,57.71,115.42
208,151,10,2,163.05,326.1
209,152,8,1,20.47,20.47
210,152,23,1,83.16,83.16
211,153,12,1,117.99,117.99
212,154,21,1,78.32,78.32
213,155,20,1,42.3,42.3
214,155,21,1,78.32,78.32
215,156,3,1,57.71,57.71
216,157,36,1,53.45,53.45
217,157,19,1,152.53,152.53
218,157,6,2,88.2,176.4
219,158,23,1,83.16,83.16
220,159,34,2,43.74,87.48
221,159,8,1,20.47,20.47
222,160,13,1,34.71,34.71
223,160,42,1,138.05,138.05
224,161,14,1,61.39,61.39
225,162,45,1,31.58,31.58
226,163,17,1,101.25,101.25
227,164,41,1,49.55,49.55
228,164,20,2,42.3,84.6
229,164,23,1,83.16,83.16
230,165,9,1,59.69,59.69
231,165,35,1,157.65,157.65
232,166,35,1,157.65,157.65
233,167,8,1,20.47,20.47
234,168,26,1,124.26,124.26
235,168,36,1,53.45,53.45
236,169,1,1,114.06,114.06
237,169,30,1,67.9,67.9
238,170,6,1,88.2,88.2
239,171,19,1,152.53,152.53
240,172,10,1,163.05,163.05
241,173,8,1,20.47,20.47
242,174,23,1,83.16,83.16
243,174,34,1,43.74,43.74
244,175,31,1,19.71,19.71
245,176,15,1,173.9,173.9
246,177,26,1,124.26,124.26
247,178,15,1,173.9,173.9
248,179,19,1,152.53,152.53
249,180,25,1,43.73,43.73
250,181,5,2,61.15,122.3
251,182,8,1,20.47,20.47
252,183,8,1,20.47,20.47
253,184,8,1,20.47,20.47
254,185,44,1,69.13,69.13
255,186,37,1,141.93,141.93
256,187,35,1,157.65,157.65
257,187,23,2,83.16,166.32
258,188,5,2,61.15,122.3
259,189,10,1,163.05,163.05
260,190,10,1,163.05,163.05
261,191,14,1,61.39,61.39
262,191,31,2,19.71,39.42
263,192,35,1,157.65,157.65
264,192,10,1,163.05,163.05
265,193,23,1,83.16,83.16
266,194,44,1,69.13,69.13
267,195,18,1,37.74,37.74
268,195,21,1,78.32,78.32
269,196,20,1,42.3,42.3
270,197,8,1,20.47,20.47
271,198,4,1,72.47,72.47
272,199,23,1,83.16,83.16
273,200,42,2,138.05,276.1
274,201,8,1,20.47,20.47
275,202,32,1,12.22,12.22
276,203,46,1,125.88,125.88
277,203,32,1,12.22,12.22
278,203,11,1,115.23,115.23
279,204,35,1,157.65,157.65
280,205,34,1,43.74,43.74
281,206,36,1,53.45,53.45
282,207,44,1,69.13,69.13
283,207,47,1,21.34,21.34
284,208,8,1,20.47,20.47
285,209,47,1,21.34,21.34
286,210,43,1,24.61,24.61
287,211,22,1,75.66,75.66
288,212,36,1,53.45,53.45
289,213,45,1,31.58,31.58
290,214,32,1,12.22,12.22
291,215,3,1,57.71,57.71
292,216,3,1,57.71,57.71
293,217,32,2,12.22,24.44
294,218,42,1,138.05,138.05
295,218,13,1,34.71,34.71
296,219,44,2,69.13,138.26
297,219,47,1,21.34,21.34
298,220,30,1,67.9,67.9
299,221,11,1,115.23,115.23
300,222,33,2,171.28,342.56
301,222,47,1,21.34,21.34
302,223,40,1,202.48,202.48
303,223,32,1,12.22,12.22
304,223,28,2,84.15,168.3
305,224,20,1,42.3,42.3
306,224,43,1,24.61,24.61
307,225,32,1,12.22,12.22
308,226,18,1,37.74,37.74
309,227,45,1,31.58,31.58
310,227,8,1,20.47,20.47
311,228,44,1,69.13,69.13
312,229,33,1,171.28,171.28
313,230,44,2,69.13,138.26
314,230,14,1,61.39,61.39
315,230,11,1,115.23,115.23
316,231,22,2,75.66,151.32
317,232,8,1,20.47,20.47
318,233,14,1,61.39,61.39
319,233,22,2,75.66,151.32
320,234,21,1,78.32,78.32
321,234,8,1,20.47,20.47
322,234,45,2,31.58,63.16
323,235,11,1,115.23,115.23
324,236,33,2,171.28,342.56
325,237,47,2,21.34,42.68
326,238,21,1,78.32,78.32
327,238,32,1,12.22,12.22
328,239,31,1,19.71,19.71
329,239,40,1,202.48,202.48
330,240,8,1,20.47,20.47
331,241,37,2,141.93,283.86
332,242,14,1,61.39,61.39
333,243,32,1,12.22,12.22
334,244,33,1,171.28,171.28
335,245,34,1,43.74,43.74
336,246,35,1,157.65,157.65
337,246,38,1,81.08,81.08
338,247,26,2,124.26,248.52
339,248,23,2,83.16,166.32
340,249,42,1,138.05,138.05
341,250,8,2,20.47,40.94
342,251,8,2,20.47,40.94
343,251,11,2,115.23,230.46
344,252,34,1,43.74,43.74
345,252,31,1,19.71,19.71
346,253,42,1,138.05,138.05
347,253,32,1,12.22,12.22
348,254,26,2,124.26,248.52
349,255,19,1,152.53,152.53
350,256,14,1,61.39,61.39
351,256,8,1,20.47,20.47
352,257,15,2,173.9,347.8
353,257,26,1,124.26,124.26
354,258,22,1,75.66,75.66
355,259,15,1,173.9,173.9
356,260,10,1,163.05,163.05
357,260,21,1,78.32,78.32
358,260,25,1,43.73,43.73
359,261,13,1,34.71,34.71
360,262,19,1,152.53,152.53
361,263,36,1,53.45,53.45
362,263,46,1,125.88,125.88
363,263,20,1,42.3,42.3
364,264,14,1,61.39,61.39
365,265,9,1,59.69,59.69
366,266,37,1,141.93,141.93
367,266,14,1,61.39,61.39
368,267,43,1,24.61,24.61
369,268,36,1,53.45,53.45
370,268,4,1,72.47,72.47
371,269,8,1,20.47,20.47
372,270,21,1,78.32,78.32
373,271,40,2,202.48,404.96
374,271,11,1,115.23,115.23
375,272,39,2,124.06,248.12
376,272,3,1,57.71,57.71
377,273,14,2,61.39,122.78
378,274,13,2,34.71,69.42
379,275,8,1,20.47,20.47
380,276,21,2,78.32,156.64
381,277,11,1,115.23,115.23
382,278,35,1,157.65,157.65
383,279,36,1,53.45,53.45
384,280,19,2,152.53,305.06
385,281,40,2,202.48,404.96
386,282,3,1,57.71,57.71
387,282,46,1,125.88,125.88
388,283,26,1,124.26,124.26
389,284,25,1,43.73,43.73
390,284,30,1,67.9,67.9
391,285,5,1,61.15,61.15
392,286,30,1,67.9,67.9
393,286,34,1,43.74,43.74
394,286,47,1,21.34,21.34
395,287,14,1,61.39,61.39
396,288,8,1,20.47,20.47
397,288,19,1,152.53,152.53
398,288,3,1,57.71,57.71
399,289,8,1,20.47,20.47
400,290,14,1,61.39,61.39
401,291,45,1,31.58,31.58
402,292,15,2,173.9,347.8
403,293,37,1,141.93,141.93
404,293,32,1,12.22,12.22
405,294,37,1,141.93,141.93
406,295,47,1,21.34,21.34
407,296,36,1,53.45,53.45
408,297,3,1,57.71,57.71
409,298,25,1,43.73,43.73
410,299,4,1,72.47,72.47
411,300,36,1,53.45,53.45
412,300,25,1,43.73,43.73
413,300,5,1,61.15,61.15
414,301,32,1,12.22,12.22
415,301,26,1,124.26,124.26
416,302,32,1,12.22,12.22
417,303,5,1,61.15,61.15
418,304,23,1,83.16,83.16
419,305,45,1,31.58,31.58
420,306,28,1,84.15,84.15
421,307,19,1,152.53,152.53
422,307,34,1,43.74,43.74
423,308,28,2,84.15,168.3
424,309,9,2,59.69,119.38
425,309,10,1,163.05,163.05
426,310,40,1,202.48,202.48
427,311,23,3,83.16,249.48
428,312,3,1,57.71,57.71
429,313,32,3,12.22,36.66
430,313,43,1,24.61,24.61
431,314,46,1,125.88,125.88
432,314,44,1,69.13,69.13
433,314,8,1,20.47,20.47
434,315,6,2,88.2,176.4
435,316,35,3,157.65,472.95
436,317,8,1,20.47,20.47
437,318,32,1,12.22,12.22
438,319,21,1,78.32,78.32
439,320,34,1,43.74,43.74
440,321,3,1,57.71,57.71
441,322,44,1,69.13,69.13
442,322,10,1,163.05,163.05
443,323,17,1,101.25,101.25
444,324,13,2,34.71,69.42
445,324,23,1,83.16,83.16
446,325,23,1,83.16,83.16
447,325,12,1,117.99,117.99
448,326,44,1,69.13,69.13
449,327,11,1,115.23,115.23
450,327,25,1,43.73,43.73
451,328,3,1,57.71,57.71
452,328,8,3,20.47,61.41
453,329,42,1,138.05,138.05
454,329,26,2,124.26,248.52
455,329,8,1,20.47,20.47
456,330,8,2,20.47,40.94
457,331,43,1,24.61,24.61
458,331,8,1,20.47,20.47
459,331,14,2,61.39,122.78
460,332,23,2,83.16,166.32
461,332,12,2,117.99,235.98
462,332,44,1,69.13,69.13
463,333,21,1,78.32,78.32
464,334,12,1,117.99,117.99
465,334,32,1,12.22,12.22
466,335,31,2,19.71,39.42
467,335,6,2,88.2,176.4
468,336,21,1,78.32,78.32
469,337,48,1,101.03,101.03
470,338,47,1,21.34,21.34
471,338,20,1,42.3,42.3
472,338,12,2,117.99,235.98
473,339,40,1,202.48,202.48
474,340,43,1,24.61,24.61
475,341,1,1,114.06,114.06
476,341,13,1,34.71,34.71
477,342,23,1,83.16,83.16
478,342,34,3,43.74,131.22
479,343,40,2,202.48,404.96
480,343,32,2,12.22,24.44
481,344,44,3,69.13,207.39
482,345,45,1,31.58,31.58
483,346,45,1,31.58,31.58
484,347,13,2,34.71,69.42
485,347,35,1,157.65,157.65
486,348,21,1,78.32,78.32
487,349,12,1,117.99,117.99
488,350,4,1,72.47,72.47
489,350,28,1,84.15,84.15
490,351,42,1,138.05,138.05
491,352,35,1,157.65,157.65
492,353,28,2,84.15,168.3
493,354,28,2,84.15,168.3
494,355,19,2,152.53,305.06
495,355,3,1,57.71,57.71
496,355,28,1,84.15,84.15
497,356,32,1,12.22,12.22
498,357,42,1,138.05,138.05
499,357,44,1,69.13,69.13
500,358,44,1,69.13,69.13
501,359,35,1,157.65,157.65
502,360,5,1,61.15,61.15
503,360,33,1,171.28,171.28
504,361,12,1,117.99,117.99
505,362,25,1,43.73,43.73
506,363,35,2,157.65,315.3
507,363,32,1,12.22,12.22
508,364,3,1,57.71,57.71
509,364,28,1,84.15,84.15
510,365,20,1,42.3,42.3
511,365,23,2,83.16,166.32
512,365,35,1,157.65,157.65
513,366,4,1,72.47,72.47
514,367,32,2,12.22,24.44
515,368,25,3,43.73,131.19
516,368,3,1,57.71,57.71
517,368,44,1,69.13,69.13
518,369,43,1,24.61,24.61
519,369,41,1,49.55,49.55
520,369,36,1,53.45,53.45
521,370,8,1,20.47,20.47
522,371,13,1,34.71,34.71
523,372,14,1,61.39,61.39
524,373,18,1,37.74,37.74
525,374,3,1,57.71,57.71
526,375,36,1,53.45,53.45
527,376,6,1,88.2,88.2
528,376,23,1,83.16,83.16
529,377,23,1,83.16,83.16
530,378,13,1,34.71,34.71
531,379,27,2,24.68,49.36
532,380,8,2,20.47,40.94
533,380,33,1,171.28,171.28
534,380,21,1,78.32,78.32
535,381,9,1,59.69,59.69
536,382,35,1,157.65,157.65
537,383,33,3,171.28,513.84
538,383,10,1,163.05,163.05
539,384,8,3,20.47,61.41
540,385,8,1,20.47,20.47
541,385,30,1,67.9,67.9
542,386,47,1,21.34,21.34
543,387,14,1,61.39,61.39
544,387,8,1,20.47,20.47
545,388,42,1,138.05,138.05
546,389,37,2,141.93,283.86
547,390,13,1,34.71,34.71
548,391,43,1,24.61,24.61
549,391,14,1,61.39,61.39
550,392,31,1,19.71,19.71
551,393,32,1,12.22,12.22
552,393,35,1,157.65,157.65
553,393,42,1,138.05,138.05
554,394,18,1,37.74,37.74
555,395,44,1,69.13,69.13
556,396,35,1,157.65,157.65
557,397,23,1,83.16,83.16
558,398,43,3,24.61,73.83
559,399,23,1,83.16,83.16
560,400,20,2,42.3,84.6
561,400,23,2,83.16,166.32
562,401,11,1,115.23,115.23
563,402,34,1,43.74,43.74
564,403,15,1,173.9,173.9
565,403,20,1,42.3,42.3
566,404,10,1,163.05,163.05
567,405,18,1,37.74,37.74
568,405,3,3,57.71,173.13
569,405,11,1,115.23,115.23
570,406,47,1,21.34,21.34
571,407,20,2,42.3,84.6
572,408,28,1,84.15,84.15
573,408,8,1,20.47,20.47
574,408,15,1,173.9,173.9
575,409,33,1,171.28,171.28
576,409,14,1,61.39,61.39
577,409,13,1,34.71,34.71
578,410,36,1,53.45,53.45
579,411,11,1,115.23,115.23
580,412,26,1,124.26,124.26
581,413,10,1,163.05,163.05
582,414,43,3,24.61,73.83
583,414,20,1,42.3,42.3
584,415,32,1,12.22,12.22
585,415,44,1,69.13,69.13
586,415,25,1,43.73,43.73
587,416,36,1,53.45,53.45
588,417,18,1,37.74,37.74
589,418,23,1,83.16,83.16
590,418,13,1,34.71,34.71
591,419,22,2,75.66,151.32
592,419,33,2,171.28,342.56
593,419,42,1,138.05,138.05
594,420,8,1,20.47,20.47
595,420,37,2,141.93,283.86
596,421,45,1,31.58,31.58
597,421,21,1,78.32,78.32
598,421,20,1,42.3,42.3
599,422,21,1,78.32,78.32
600,423,28,1,84.15,84.15
601,423,44,1,69.13,69.13
602,424,36,1,53.45,53.45
603,425,46,2,125.88,251.76
604,426,23,1,83.16,83.16
605,426,36,1,53.45,53.45
606,426,42,2,138.05,276.1
607,427,36,1,53.45,53.45
608,428,20,1,42.3,42.3
609,429,22,2,75.66,151.32
610,430,8,1,20.47,20.47
611,431,27,1,24.68,24.68
612,431,44,1,69.13,69.13
613,432,19,2,152.53,305.06
614,432,10,3,163.05,489.15
615,432,35,1,157.65,157.65
616,433,25,1,43.73,43.73
617,434,20,1,42.3,42.3
618,435,26,2,124.26,248.52
619,436,10,1,163.05,163.05
620,436,40,2,202.48,404.96
621,437,6,1,88.2,88.2
622,437,36,1,53.45,53.45
623,438,36,1,53.45,53.45
624,438,39,2,124.06,248.12
625,438,34,2,43.74,87.48
626,439,47,2,21.34,42.68
627,439,35,1,157.65,157.65
628,440,8,1,20.47,20.47
629,441,30,1,67.9,67.9
630,442,21,1,78.32,78.32
631,443,11,1,115.23,115.23
632,443,37,2,141.93,283.86
633,444,10,1,163.05,163.05
634,445,23,1,83.16,83.16
635,446,8,1,20.47,20.47
636,447,44,1,69.13,69.13
637,447,12,1,117.99,117.99
638,448,32,1,12.22,12.22
639,449,23,1,83.16,83.16
640,449,44,1,69.13,69.13
641,450,24,1,29.56,29.56
642,450,36,1,53.45,53.45
643,451,16,1,144.13,144.13
644,452,39,1,124.06,124.06
645,452,19,3,152.53,457.59
646,452,44,1,69.13,69.13
647,453,46,1,125.88,125.88
648,454,8,1,20.47,20.47
649,454,29,1,9.2,9.2
650,455,20,2,42.3,84.6
651,456,16,2,144.13,288.26
652,457,3,1,57.71,57.71
653,457,45,2,31.58,63.16
654,458,3,2,57.71,115.42
655,459,48,2,101.03,202.06
656,460,25,2,43.73,87.46
657,461,46,1,125.88,125.88
658,461,23,1,83.16,83.16
659,462,14,1,61.39,61.39
660,462,12,1,117.99,117.99
661,463,10,1,163.05,163.05
662,463,44,1,69.13,69.13
663,464,6,1,88.2,88.2
664,465,48,1,101.03,101.03
665,465,40,1,202.48,202.48
666,466,27,2,24.68,49.36
667,467,43,1,24.61,24.61
668,468,8,1,20.47,20.47
669,469,14,1,61.39,61.39
670,470,41,2,49.55,99.1
671,471,36,1,53.45,53.45
672,472,14,1,61.39,61.39
673,473,28,1,84.15,84.15
674,474,36,1,53.45,53.45
675,474,38,3,81.08,243.24
676,475,1,3,114.06,342.18
677,475,43,1,24.61,24.61
678,476,36,1,53.45,53.45
679,476,13,1,34.71,34.71
680,477,36,1,53.45,53.45
681,477,8,1,20.47,20.47
682,478,24,2,29.56,59.12
683,478,10,1,163.05,163.05
684,479,31,3,19.71,59.13
685,480,45,1,31.58,31.58
686,481,5,1,61.15,61.15
687,481,13,1,34.71,34.71
688,482,8,1,20.47,20.47
689,482,21,1,78.32,78.32
690,483,42,1,138.05,138.05
691,484,33,2,171.28,342.56
692,485,21,1,78.32,78.32
693,486,25,1,43.73,43.73
694,487,28,1,84.15,84.15
695,488,8,1,20.47,20.47
696,489,23,1,83.16,83.16
697,490,11,1,115.23,115.23
698,491,42,3,138.05,414.15
699,491,46,1,125.88,125.88
700,492,40,1,202.48,202.48
701,492,30,1,67.9,67.9
702,492,35,1,157.65,157.65
703,493,21,1,78.32,78.32
704,494,21,1,78.32,78.32
705,495,8,1,20.47,20.47
706,495,23,1,83.16,83.16
707,496,4,1,72.47,72.47
708,497,8,2,20.47,40.94
709,498,15,1,173.9,173.9
710,499,35,1,157.65,157.65
711,500,28,1,84.15,84.15
712,501,45,2,31.58,63.16
713,501,44,2,69.13,138.26
714,502,15,1,173.9,173.9
715,503,27,1,24.68,24.68
716,503,8,1,20.47,20.47
717,504,43,1,24.61,24.61
718,504,3,1,57.71,57.71
719,505,10,1,163.05,163.05
720,505,25,1,43.73,43.73
721,506,30,1,67.9,67.9
722,506,18,1,37.74,37.74
723,507,40,2,202.48,404.96
724,508,8,1,20.47,20.47
725,508,43,1,24.61,24.61
726,509,36,1,53.45,53.45
727,510,8,1,20.47,20.47
728,511,32,1,12.22,12.22
729,511,14,1,61.39,61.39
730,512,30,2,67.9,135.8
731,512,13,1,34.71,34.71
732,512,37,1,141.93,141.93
733,513,22,1,75.66,75.66
734,513,36,2,53.45,106.9
735,514,39,1,124.06,124.06
736,515,28,1,84.15,84.15
737,516,21,1,78.32,78.32
738,517,10,1,163.05,163.05
739,517,14,1,61.39,61.39
740,517,42,1,138.05,138.05
741,518,8,1,20.47,20.47
742,519,44,1,69.13,69.13
743,520,40,2,202.48,404.96
744,521,32,1,12.22,12.22
745,522,44,1,69.13,69.13
746,523,23,1,83.16,83.16
747,524,36,3,53.45,160.35
748,525,21,1,78.32,78.32
749,526,23,1,83.16,83.16
750,526,44,1,69.13,69.13
751,527,28,1,84.15,84.15
752,527,25,1,43.73,43.73
753,528,44,1,69.13,69.13
754,529,31,1,19.71,19.71
755,530,40,1,202.48,202.48
756,531,25,1,43.73,43.73
757,532,16,1,144.13,144.13
758,533,30,1,67.9,67.9
759,534,37,1,141.93,141.93
760,535,21,1,78.32,78.32
761,535,15,2,173.9,347.8
762,535,44,2,69.13,138.26
763,536,3,1,57.71,57.71
764,536,28,1,84.15,84.15
765,537,26,1,124.26,124.26
766,538,40,2,202.48,404.96
767,539,12,1,117.99,117.99
768,540,30,3,67.9,203.7
769,541,6,1,88.2,88.2
770,541,39,1,124.06,124.06
771,542,38,1,81.08,81.08
772,543,47,2,21.34,42.68
773,544,19,1,152.53,152.53
774,545,14,1,61.39,61.39
775,546,32,1,12.22,12.22
776,546,23,1,83.16,83.16
777,547,18,1,37.74,37.74
778,548,44,1,69.13,69.13
779,549,22,1,75.66,75.66
780,549,42,1,138.05,138.05
781,550,36,1,53.45,53.45
782,551,36,1,53.45,53.45
783,551,40,1,202.48,202.48
784,551,14,1,61.39,61.39
785,552,8,1,20.47,20.47
786,552,36,1,53.45,53.45
787,553,47,2,21.34,42.68
788,553,43,1,24.61,24.61
789,554,40,1,202.48,202.48
790,554,46,1,125.88,125.88
791,554,4,1,72.47,72.47
792,555,21,1,78.32,78.32
793,555,31,1,19.71,19.71
794,556,25,2,43.73,87.46
795,556,35,1,157.65,157.65
796,557,1,1,114.06,114.06
797,557,29,1,9.2,9.2
798,558,6,1,88.2,88.2
799,558,45,1,31.58,31.58
800,558,1,2,114.06,228.12
801,559,14,1,61.39,61.39
802,560,47,1,21.34,21.34
803,560,3,2,57.71,115.42
804,561,42,1,138.05,138.05
805,561,28,2,84.15,168.3
806,562,20,1,42.3,42.3
807,563,35,1,157.65,157.65
808,563,8,2,20.47,40.94
809,564,21,2,78.32,156.64
810,564,3,1,57.71,57.71
811,564,46,1,125.88,125.88
812,565,47,1,21.34,21.34
813,566,32,1,12.22,12.22
814,567,3,1,57.71,57.71
815,568,40,1,202.48,202.48
816,569,28,1,84.15,84.15
817,569,17,3,101.25,303.75
818,570,31,2,19.71,39.42
819,570,20,1,42.3,42.3
820,571,4,1,72.47,72.47
821,572,44,1,69.13,69.13
822,572,6,2,88.2,176.4
823,573,29,1,9.2,9.2
824,574,26,2,124.26,248.52
825,574,15,1,173.9,173.9
826,575,47,1,21.34,21.34
827,576,35,1,157.65,157.65
828,577,42,1,138.05,138.05
829,577,5,1,61.15,61.15
830,578,14,1,61.39,61.39
831,579,23,1,83.16,83.16
832,580,33,1,171.28,171.28
833,581,46,1,125.88,125.88
834,582,1,1,114.06,114.06
835,582,33,1,171.28,171.28
836,583,8,2,20.47,40.94
837,584,21,1,78.32,78.32
838,585,13,1,34.71,34.71
839,586,33,2,171.28,342.56
840,586,43,2,24.61,49.22
841,586,46,1,125.88,125.88
842,587,15,1,173.9,173.9
843,588,47,1,21.34,21.34
844,589,26,1,124.26,124.26
845,589,45,1,31.58,31.58
846,590,8,1,20.47,20.47
847,591,47,1,21.34,21.34
848,592,22,2,75.66,151.32
849,593,28,2,84.15,168.3
850,594,30,1,67.9,67.9
851,595,28,1,84.15,84.15
852,596,32,1,12.22,12.22
853,597,14,2,61.39,122.78
854,598,35,1,157.65,157.65
855,598,28,1,84.15,84.15
856,599,3,1,57.71,57.71
857,599,28,1,84.15,84.15
858,599,31,1,19.71,19.71
859,600,36,1,53.45,53.45
860,601,39,1,124.06,124.06
861,602,15,3,173.9,521.7
862,603,23,1,83.16,83.16
863,604,21,1,78.32,78.32
864,605,14,2,61.39,122.78
865,606,10,1,163.05,163.05
866,607,33,1,171.28,171.28
867,608,4,1,72.47,72.47
868,609,27,1,24.68,24.68
869,610,43,1,24.61,24.61
870,611,44,1,69.13,69.13
871,612,14,1,61.39,61.39
