order_id,order_created_at,order_status,campaign_id,region,order_gmv,order_date
112,2025-01-03,completed,,South,19.71,2025-01-03
113,2025-01-03,completed,,East,243.03,2025-01-03
114,2025-01-03,completed,,North,107.25999999999999,2025-01-03
115,2025-01-03,completed,,South,61.41,2025-01-03
116,2025-01-03,completed,,North,21.34,2025-01-03
117,2025-01-03,refunded,,South,157.65,2025-01-03
118,2025-01-03,completed,,South,237.92,2025-01-03
119,2025-01-03,processing,,South,161.64000000000001,2025-01-03
120,2025-01-03,completed,,Central,290.7,2025-01-03
121,2025-01-04,completed,,East,157.65,2025-01-04
122,2025-01-04,completed,,South,24.61,2025-01-04
123,2025-01-04,completed,,South,53.45,2025-01-04
124,2025-01-04,completed,,North,127.44,2025-01-04
125,2025-01-04,completed,,East,20.47,2025-01-04
126,2025-01-04,completed,,Central,272.23,2025-01-04
127,2025-01-04,completed,,East,326.1,2025-01-04
128,2025-01-04,completed,,South,191.5,2025-01-04
129,2025-01-04,completed,,North,194.82999999999998,2025-01-04
130,2025-01-04,completed,,Central,326.1,2025-01-04
131,2025-01-04,completed,,Central,61.39,2025-01-04
132,2025-01-04,completed,,Central,53.45,2025-01-04
133,2025-01-04,processing,,South,166.61,2025-01-04
134,2025-01-04,completed,,South,78.32,2025-01-04
135,2025-01-04,completed,,East,117.99,2025-01-04
136,2025-01-04,completed,,South,24.61,2025-01-04
137,2025-01-04,processing,,South,78.32,2025-01-04
138,2025-01-04,completed,,Central,69.13,2025-01-04
139,2025-01-04,completed,,Central,156.64,2025-01-04
140,2025-01-04,completed,,Central,75.66,2025-01-04
141,2025-01-04,completed,,East,113.4,2025-01-04
142,2025-01-04,completed,,North,607.44,2025-01-04
143,2025-01-04,completed,,South,497.03999999999996,2025-01-04
144,2025-01-04,completed,,East,74.79,2025-01-04
145,2025-01-04,completed,,North,75.66,2025-01-04
146,2025-01-04,completed,,East,78.32,2025-01-04
147,2025-01-04,completed,,South,31.58,2025-01-04
148,2025-01-04,completed,,South,99.13,2025-01-04
149,2025-01-04,completed,,East,78.32,2025-01-04
150,2025-01-04,completed,,Central,69.13,2025-01-04
151,2025-01-04,completed,,Central,441.52000000000004,2025-01-04
152,2025-01-04,processing,,South,103.63,2025-01-04
153,2025-01-04,completed,,South,117.99,2025-01-04
154,2025-01-04,completed,,North,78.32,2025-01-04
155,2025-01-04,completed,,South,120.61999999999999,2025-01-04
156,2025-01-04,completed,,Central,57.71,2025-01-04
157,2025-01-04,completed,,South,382.38,2025-01-04
158,2025-01-04,completed,,Central,83.16,2025-01-04
159,2025-01-04,processing,,Central,107.95,2025-01-04
160,2025-01-04,completed,,East,172.76000000000002,2025-01-04
161,2025-01-04,completed,,North,61.39,2025-01-04
162,2025-01-04,completed,,East,31.58,2025-01-04
163,2025-01-04,completed,,North,101.25,2025-01-04
164,2025-01-04,completed,,South,217.31,2025-01-04
165,2025-01-05,cancelled,,East,217.34,2025-01-05
166,2025-01-05,completed,,Central,157.65,2025-01-05
167,2025-01-05,completed,,Central,20.47,2025-01-05
168,2025-01-05,completed,,East,177.71,2025-01-05
169,2025-01-05,completed,,Central,181.96,2025-01-05
170,2025-01-05,unknown_status,,East,88.2,2025-01-05
171,2025-01-05,completed,,South,152.53,2025-01-05
172,2025-01-05,refunded,,Central,163.05,2025-01-05
173,2025-01-05,refunded,,Central,20.47,2025-01-05
174,2025-01-05,completed,,North,126.9,2025-01-05
175,2025-01-05,completed,,North,19.71,2025-01-05
176,2025-01-05,completed,,South,173.9,2025-01-05
177,2025-01-05,completed,,Central,124.26,2025-01-05
178,2025-01-05,processing,,North,173.9,2025-01-05
179,2025-01-05,completed,,Central,152.53,2025-01-05
180,2025-01-05,completed,,South,43.73,2025-01-05
181,2025-01-05,completed,,South,122.3,2025-01-05
182,2025-01-05,completed,,North,20.47,2025-01-05
183,2025-01-05,completed,,South,20.47,2025-01-05
184,2025-01-05,completed,,East,20.47,2025-01-05
185,2025-01-05,completed,,East,69.13,2025-01-05
186,2025-01-05,completed,,East,141.93,2025-01-05
187,2025-01-05,completed,,South,323.97,2025-01-05
188,2025-01-05,completed,,North,122.3,2025-01-05
189,2025-01-05,completed,,North,163.05,2025-01-05
190,2025-01-05,completed,,Central,163.05,2025-01-05
191,2025-01-05,processing,,Central,100.81,2025-01-05
192,2025-01-05,completed,,South,320.70000000000005,2025-01-05
193,2025-01-05,refunded,,South,83.16,2025-01-05
194,2025-01-05,completed,,South,69.13,2025-01-05
195,2025-01-05,completed,,North,116.06,2025-01-05
196,2025-01-05,completed,,Central,42.3,2025-01-05
197,2025-01-05,completed,,South,20.47,2025-01-05
198,2025-01-05,completed,,North,72.47,2025-01-05
199,2025-01-05,cancelled,,North,83.16,2025-01-05
200,2025-01-05,completed,,Central,276.1,2025-01-05
201,2025-01-05,completed,,North,20.47,2025-01-05
202,2025-01-05,completed,,North,12.22,2025-01-05
203,2025-01-05,completed,,Central,253.32999999999998,2025-01-05
204,2025-01-05,completed,,Central,157.65,2025-01-05
205,2025-01-05,processing,,Central,43.74,2025-01-05
206,2025-01-05,completed,,Central,53.45,2025-01-05
207,2025-01-05,completed,,Central,90.47,2025-01-05
208,2025-01-05,completed,,Central,20.47,2025-01-05
209,2025-01-05,completed,,South,21.34,2025-01-05
210,2025-01-05,completed,,East,24.61,2025-01-05
211,2025-01-05,completed,,Central,75.66,2025-01-05
212,2025-01-05,cancelled,,East,53.45,2025-01-05
213,2025-01-05,completed,,Central,31.58,2025-01-05
214,2025-01-05,completed,,South,12.22,2025-01-05
215,2025-01-06,completed,,Central,57.71,2025-01-06
216,2025-01-06,completed,,Central,57.71,2025-01-06
217,2025-01-06,processing,,East,24.44,2025-01-06
218,2025-01-06,completed,,East,172.76000000000002,2025-01-06
219,2025-01-06,completed,,South,159.6,2025-01-06
220,2025-01-06,completed,,North,67.9,2025-01-06
221,2025-01-06,completed,,Central,115.23,2025-01-06
222,2025-01-06,completed,,North,363.9,2025-01-06
223,2025-01-06,completed,,South,383.0,2025-01-06
224,2025-01-06,completed,,South,66.91,2025-01-06
225,2025-01-06,completed,,South,12.22,2025-01-06
226,2025-01-06,completed,,Central,37.74,2025-01-06
227,2025-01-06,completed,,South,52.05,2025-01-06
228,2025-01-06,completed,,Central,69.13,2025-01-06
229,2025-01-06,completed,,North,171.28,2025-01-06
230,2025-01-06,completed,,North,314.88,2025-01-06
231,2025-01-06,completed,,South,151.32,2025-01-06
232,2025-01-06,completed,,South,20.47,2025-01-06
233,2025-01-06,cancelled,,South,212.70999999999998,2025-01-06
234,2025-01-06,completed,,South,161.95,2025-01-06
235,2025-01-06,completed,,East,115.23,2025-01-06
236,2025-01-06,completed,,North,342.56,2025-01-06
237,2025-01-06,completed,,Central,42.68,2025-01-06
238,2025-01-06,completed,,North,90.53999999999999,2025-01-06
239,2025-01-06,cancelled,,South,222.19,2025-01-06
240,2025-01-06,completed,,South,20.47,2025-01-06
241,2025-01-06,completed,,South,283.86,2025-01-06
242,2025-01-06,completed,,Central,61.39,2025-01-06
243,2025-01-06,completed,,East,12.22,2025-01-06
244,2025-01-06,completed,,North,171.28,2025-01-06
245,2025-01-06,completed,,Central,43.74,2025-01-06
246,2025-01-06,completed,,South,238.73000000000002,2025-01-06
247,2025-01-06,completed,,Central,248.52,2025-01-06
248,2025-01-06,completed,,East,166.32,2025-01-06
249,2025-01-06,completed,,North,138.05,2025-01-06
250,2025-01-06,completed,,East,40.94,2025-01-06
251,2025-01-06,completed,,North,271.4,2025-01-06
252,2025-01-06,completed,,South,63.45,2025-01-06
253,2025-01-06,completed,,South,150.27,2025-01-06
254,2025-01-07,processing,,Central,248.52,2025-01-07
255,2025-01-07,completed,,Central,152.53,2025-01-07
256,2025-01-07,completed,,South,81.86,2025-01-07
257,2025-01-07,processing,,East,472.06,2025-01-07
258,2025-01-07,completed,,East,75.66,2025-01-07
259,2025-01-07,completed,,Central,173.9,2025-01-07
260,2025-01-07,completed,,Central,285.1,2025-01-07
261,2025-01-07,completed,,East,34.71,2025-01-07
262,2025-01-07,completed,,North,152.53,2025-01-07
263,2025-01-07,completed,,North,221.63,2025-01-07
264,2025-01-07,completed,,North,61.39,2025-01-07
265,2025-01-07,processing,,South,59.69,2025-01-07
266,2025-01-07,completed,,East,203.32,2025-01-07
267,2025-01-07,completed,,Central,24.61,2025-01-07
268,2025-01-07,completed,,North,125.92,2025-01-07
269,2025-01-07,completed,,South,20.47,2025-01-07
270,2025-01-07,completed,,Central,78.32,2025-01-07
271,2025-01-07,cancelled,,Central,520.1899999999999,2025-01-07
272,2025-01-07,completed,,South,305.83,2025-01-07
273,2025-01-07,completed,,East,122.78,2025-01-07
274,2025-01-07,completed,,North,69.42,2025-01-07
275,2025-01-07,completed,,North,20.47,2025-01-07
276,2025-01-07,completed,,East,156.64,2025-01-07
277,2025-01-07,completed,,North,115.23,2025-01-07
278,2025-01-07,completed,,East,157.65,2025-01-07
279,2025-01-07,completed,,South,53.45,2025-01-07
280,2025-01-07,completed,,East,305.06,2025-01-07
281,2025-01-07,refunded,,South,404.96,2025-01-07
282,2025-01-07,completed,,North,183.59,2025-01-07
283,2025-01-07,completed,,South,124.26,2025-01-07
284,2025-01-07,refunded,,Central,111.63,2025-01-07
285,2025-01-07,completed,,Central,61.15,2025-01-07
286,2025-01-07,refunded,,East,132.98000000000002,2025-01-07
287,2025-01-07,completed,,South,61.39,2025-01-07
288,2025-01-07,completed,,North,230.71,2025-01-07
289,2025-01-07,completed,,Central,20.47,2025-01-07
290,2025-01-08,completed,,North,61.39,2025-01-08
291,2025-01-08,completed,,East,31.58,2025-01-08
292,2025-01-08,completed,,North,347.8,2025-01-08
293,2025-01-08,completed,,South,154.15,2025-01-08
294,2025-01-08,completed,,North,141.93,2025-01-08
295,2025-01-08,completed,,East,21.34,2025-01-08
296,2025-01-08,completed,,North,53.45,2025-01-08
297,2025-01-08,completed,,South,57.71,2025-01-08
298,2025-01-08,completed,,North,43.73,2025-01-08
299,2025-01-08,completed,,South,72.47,2025-01-08
300,2025-01-08,completed,,North,158.32999999999998,2025-01-08
301,2025-01-08,completed,,Central,136.48000000000002,2025-01-08
302,2025-01-08,completed,,East,12.22,2025-01-08
303,2025-01-08,completed,,East,61.15,2025-01-08
304,2025-01-08,completed,,South,83.16,2025-01-08
305,2025-01-08,completed,,East,31.58,2025-01-08
306,2025-01-08,completed,,East,84.15,2025-01-08
307,2025-01-08,completed,,North,196.27,2025-01-08
308,2025-01-08,completed,,South,168.3,2025-01-08
309,2025-01-08,completed,,North,282.43,2025-01-08
310,2025-01-08,completed,,North,202.48,2025-01-08
311,2025-01-08,completed,,South,249.48,2025-01-08
312,2025-01-08,processing,,North,57.71,2025-01-08
313,2025-01-08,completed,,East,61.269999999999996,2025-01-08
314,2025-01-08,completed,,South,215.48,2025-01-08
315,2025-01-08,completed,,East,176.4,2025-01-08
316,2025-01-08,processing,,South,472.95,2025-01-08
317,2025-01-08,completed,,South,20.47,2025-01-08
318,2025-01-08,refunded,,East,12.22,2025-01-08
319,2025-01-08,completed,,South,78.32,2025-01-08
320,2025-01-08,processing,,North,43.74,2025-01-08
321,2025-01-08,completed,,East,57.71,2025-01-08
322,2025-01-08,completed,,East,232.18,2025-01-08
323,2025-01-08,completed,,Central,101.25,2025-01-08
324,2025-01-08,completed,,Central,152.57999999999998,2025-01-08
325,2025-01-08,completed,,North,201.14999999999998,2025-01-08
326,2025-01-08,completed,,South,69.13,2025-01-08
327,2025-01-08,completed,,North,158.96,2025-01-08
328,2025-01-08,completed,,North,119.12,2025-01-08
329,2025-01-08,completed,,East,407.04,2025-01-08
330,2025-01-08,completed,,East,40.94,2025-01-08
331,2025-01-08,completed,,East,167.86,2025-01-08
332,2025-01-09,completed,,Central,471.42999999999995,2025-01-09
333,2025-01-09,completed,,East,78.32,2025-01-09
334,2025-01-09,processing,,East,130.21,2025-01-09
335,2025-01-09,completed,,Central,215.82,2025-01-09
336,2025-01-09,completed,,East,78.32,2025-01-09
337,2025-01-09,completed,,East,101.03,2025-01-09
338,2025-01-09,completed,,North,299.62,2025-01-09
339,2025-01-09,completed,,North,202.48,2025-01-09
340,2025-01-09,completed,,East,24.61,2025-01-09
341,2025-01-09,completed,,North,148.77,2025-01-09
342,2025-01-09,completed,,South,214.38,2025-01-09
343,2025-01-09,completed,,East,429.4,2025-01-09
344,2025-01-09,completed,,North,207.39,2025-01-09
345,2025-01-09,completed,,South,31.58,2025-01-09
346,2025-01-09,completed,,North,31.58,2025-01-09
347,2025-01-09,completed,,Central,227.07,2025-01-09
348,2025-01-09,completed,,North,78.32,2025-01-09
349,2025-01-09,completed,,East,117.99,2025-01-09
350,2025-01-09,completed,,East,156.62,2025-01-09
351,2025-01-09,completed,,North,138.05,2025-01-09
352,2025-01-09,completed,,Central,157.65,2025-01-09
353,2025-01-09,refunded,,East,168.3,2025-01-09
354,2025-01-09,completed,,Central,168.3,2025-01-09
355,2025-01-09,completed,,East,446.92,2025-01-09
356,2025-01-09,completed,,South,12.22,2025-01-09
357,2025-01-09,completed,,South,207.18,2025-01-09
358,2025-01-09,completed,,East,69.13,2025-01-09
359,2025-01-09,completed,,East,157.65,2025-01-09
360,2025-01-09,completed,,East,232.43,2025-01-09
361,2025-01-09,completed,,South,117.99,2025-01-09
362,2025-01-09,completed,,East,43.73,2025-01-09
363,2025-01-09,processing,,North,327.52000000000004,2025-01-09
364,2025-01-09,cancelled,,Central,141.86,2025-01-09
365,2025-01-09,completed,,North,366.27,2025-01-09
366,2025-01-09,completed,,Central,72.47,2025-01-09
367,2025-01-09,completed,,East,24.44,2025-01-09
368,2025-01-09,completed,,Central,258.03,2025-01-09
369,2025-01-09,completed,,East,127.61,2025-01-09
370,2025-01-09,completed,,Central,20.47,2025-01-09
371,2025-01-10,completed,,South,34.71,2025-01-10
372,2025-01-10,completed,,North,61.39,2025-01-10
373,2025-01-10,unknown_status,,North,37.74,2025-01-10
374,2025-01-10,completed,,Central,57.71,2025-01-10
375,2025-01-10,completed,,South,53.45,2025-01-10
376,2025-01-10,completed,,North,171.36,2025-01-10
377,2025-01-10,completed,,North,83.16,2025-01-10
378,2025-01-10,completed,,South,34.71,2025-01-10
379,2025-01-10,completed,,South,49.36,2025-01-10
380,2025-01-10,completed,,East,290.53999999999996,2025-01-10
381,2025-01-10,processing,,North,59.69,2025-01-10
382,2025-01-10,completed,,Central,157.65,2025-01-10
383,2025-01-10,cancelled,,East,676.8900000000001,2025-01-10
384,2025-01-10,completed,,Central,61.41,2025-01-10
385,2025-01-10,cancelled,,South,88.37,2025-01-10
386,2025-01-10,completed,,Central,21.34,2025-01-10
387,2025-01-10,completed,,North,81.86,2025-01-10
388,2025-01-10,completed,,South,138.05,2025-01-10
389,2025-01-10,completed,,East,283.86,2025-01-10
390,2025-01-10,completed,,East,34.71,2025-01-10
391,2025-01-10,processing,,South,86.0,2025-01-10
392,2025-01-10,completed,,Central,19.71,2025-01-10
393,2025-01-10,completed,,North,307.92,2025-01-10
394,2025-01-10,cancelled,,North,37.74,2025-01-10
395,2025-01-10,processing,,North,69.13,2025-01-10
396,2025-01-10,completed,,Central,157.65,2025-01-10
397,2025-01-10,completed,,East,83.16,2025-01-10
398,2025-01-10,completed,,Central,73.83,2025-01-10
399,2025-01-10,processing,,East,83.16,2025-01-10
400,2025-01-10,completed,,North,250.92,2025-01-10
401,2025-01-10,completed,,Central,115.23,2025-01-10
402,2025-01-10,completed,,Central,43.74,2025-01-10
403,2025-01-10,processing,,North,216.2,2025-01-10
404,2025-01-11,completed,,Central,163.05,2025-01-11
405,2025-01-11,cancelled,,Central,326.1,2025-01-11
406,2025-01-11,processing,,East,21.34,2025-01-11
407,2025-01-11,completed,,East,84.6,2025-01-11
408,2025-01-11,completed,,South,278.52,2025-01-11
409,2025-01-11,completed,,South,267.38,2025-01-11
410,2025-01-11,completed,,East,53.45,2025-01-11
411,2025-01-11,completed,,Central,115.23,2025-01-11
412,2025-01-11,completed,,Central,124.26,2025-01-11
413,2025-01-11,processing,,East,163.05,2025-01-11
414,2025-01-11,completed,,South,116.13,2025-01-11
415,2025-01-11,completed,,East,125.07999999999998,2025-01-11
416,2025-01-11,completed,,South,53.45,2025-01-11
417,2025-01-11,completed,,South,37.74,2025-01-11
418,2025-01-11,completed,,Central,117.87,2025-01-11
419,2025-01-11,completed,,North,631.9300000000001,2025-01-11
420,2025-01-11,cancelled,,Central,304.33000000000004,2025-01-11
421,2025-01-11,completed,,North,152.2,2025-01-11
422,2025-01-11,completed,,North,78.32,2025-01-11
423,2025-01-11,completed,,East,153.28,2025-01-11
424,2025-01-11,processing,,North,53.45,2025-01-11
425,2025-01-11,completed,,East,251.76,2025-01-11
426,2025-01-11,completed,,North,412.71000000000004,2025-01-11
427,2025-01-11,completed,,North,53.45,2025-01-11
428,2025-01-11,completed,,South,42.3,2025-01-11
429,2025-01-11,completed,,South,151.32,2025-01-11
430,2025-01-11,refunded,,North,20.47,2025-01-11
431,2025-01-11,completed,,North,93.81,2025-01-11
432,2025-01-11,completed,,South,951.86,2025-01-11
433,2025-01-11,completed,,Central,43.73,2025-01-11
434,2025-01-11,completed,,South,42.3,2025-01-11
435,2025-01-11,completed,,East,248.52,2025-01-11
436,2025-01-11,completed,,East,568.01,2025-01-11
437,2025-01-11,completed,,South,141.65,2025-01-11
438,2025-01-11,completed,,Central,389.05,2025-01-11
439,2025-01-11,completed,,East,200.33,2025-01-11
440,2025-01-12,completed,,South,20.47,2025-01-12
441,2025-01-12,completed,,South,67.9,2025-01-12
442,2025-01-12,cancelled,,South,78.32,2025-01-12
443,2025-01-12,completed,,South,399.09000000000003,2025-01-12
444,2025-01-12,completed,,East,163.05,2025-01-12
445,2025-01-12,completed,,North,83.16,2025-01-12
446,2025-01-12,processing,,North,20.47,2025-01-12
447,2025-01-12,completed,,Central,187.12,2025-01-12
448,2025-01-12,completed,,South,12.22,2025-01-12
449,2025-01-12,completed,,South,152.29,2025-01-12
450,2025-01-12,completed,,East,83.01,2025-01-12
451,2025-01-12,completed,,Central,144.13,2025-01-12
452,2025-01-12,completed,,South,650.78,2025-01-12
453,2025-01-12,completed,,Central,125.88,2025-01-12
454,2025-01-12,completed,,North,29.669999999999998,2025-01-12
455,2025-01-12,completed,,South,84.6,2025-01-12
456,2025-01-12,completed,,Central,288.26,2025-01-12
457,2025-01-12,completed,,Central,120.87,2025-01-12
458,2025-01-12,completed,,South,115.42,2025-01-12
459,2025-01-12,completed,,North,202.06,2025-01-12
460,2025-01-12,completed,,East,87.46,2025-01-12
461,2025-01-12,completed,,North,209.04,2025-01-12
462,2025-01-12,completed,,North,179.38,2025-01-12
463,2025-01-12,completed,,East,232.18,2025-01-12
464,2025-01-12,processing,,East,88.2,2025-01-12
465,2025-01-12,completed,,South,303.51,2025-01-12
466,2025-01-12,completed,,Central,49.36,2025-01-12
467,2025-01-12,completed,,South,24.61,2025-01-12
468,2025-01-12,completed,,East,20.47,2025-01-12
469,2025-01-12,completed,,North,61.39,2025-01-12
470,2025-01-12,completed,,North,99.1,2025-01-12
471,2025-01-12,completed,,Central,53.45,2025-01-12
472,2025-01-12,completed,,South,61.39,2025-01-12
473,2025-01-12,completed,,South,84.15,2025-01-12
474,2025-01-12,processing,,Central,296.69,2025-01-12
475,2025-01-12,completed,,North,366.79,2025-01-12
476,2025-01-12,completed,,South,88.16,2025-01-12
477,2025-01-12,processing,,North,73.92,2025-01-12
478,2025-01-12,completed,,Central,222.17000000000002,2025-01-12
479,2025-01-12,completed,,South,59.13,2025-01-12
480,2025-01-12,refunded,,North,31.58,2025-01-12
481,2025-01-12,completed,,South,95.86,2025-01-12
482,2025-01-12,completed,,South,98.78999999999999,2025-01-12
483,2025-01-12,completed,,Central,138.05,2025-01-12
484,2025-01-12,processing,,North,342.56,2025-01-12
485,2025-01-12,completed,,North,78.32,2025-01-12
486,2025-01-12,completed,,Central,43.73,2025-01-12
487,2025-01-12,refunded,,South,84.15,2025-01-12
488,2025-01-12,processing,,North,20.47,2025-01-12
489,2025-01-13,processing,,Central,83.16,2025-01-13
490,2025-01-13,completed,,South,115.23,2025-01-13
491,2025-01-13,completed,,North,540.03,2025-01-13
492,2025-01-13,completed,,East,428.03,2025-01-13
493,2025-01-13,completed,,East,78.32,2025-01-13
494,2025-01-13,refunded,,South,78.32,2025-01-13
495,2025-01-13,completed,,South,103.63,2025-01-13
496,2025-01-13,completed,,East,72.47,2025-01-13
497,2025-01-13,completed,,East,40.94,2025-01-13
498,2025-01-13,completed,,North,173.9,2025-01-13
499,2025-01-13,refunded,,South,157.65,2025-01-13
500,2025-01-13,unknown_status,,North,84.15,2025-01-13
501,2025-01-13,completed,,North,201.42,2025-01-13
502,2025-01-13,processing,,Central,173.9,2025-01-13
503,2025-01-13,completed,,East,45.15,2025-01-13
504,2025-01-13,processing,,East,82.32,2025-01-13
505,2025-01-13,completed,,East,206.78,2025-01-13
506,2025-01-13,completed,,South,105.64000000000001,2025-01-13
507,2025-01-13,completed,,South,404.96,2025-01-13
508,2025-01-13,completed,,North,45.08,2025-01-13
509,2025-01-13,completed,,Central,53.45,2025-01-13
510,2025-01-13,completed,,East,20.47,2025-01-13
511,2025-01-13,completed,,East,73.61,2025-01-13
512,2025-01-13,completed,,South,312.44000000000005,2025-01-13
513,2025-01-13,completed,,Central,182.56,2025-01-13
514,2025-01-13,completed,,South,124.06,2025-01-13
515,2025-01-13,completed,,Central,84.15,2025-01-13
516,2025-01-13,completed,,East,78.32,2025-01-13
517,2025-01-13,processing,,South,362.49,2025-01-13
518,2025-01-13,completed,,North,20.47,2025-01-13
519,2025-01-13,completed,,South,69.13,2025-01-13
520,2025-01-13,completed,,South,404.96,2025-01-13
521,2025-01-13,completed,,East,12.22,2025-01-13
522,2025-01-13,completed,,Central,69.13,2025-01-13
