order_id,order_created_at,order_status,campaign_id,region
241,2025-01-06 21:38:00,completed,,South
242,2025-01-06 10:57:00,completed,,Central
243,2025-01-06 16:17:00,completed,,East
244,2025-01-06 08:11:00,completed,,North
245,2025-01-06 05:33:00,completed,,Central
246,2025-01-06 11:35:00,completed,,South
247,2025-01-06 01:25:00,completed,,Central
248,2025-01-06 04:23:00,completed,,East
249,2025-01-06 00:46:00,completed,,North
250,2025-01-06 10:58:00,completed,,East
251,2025-01-06 12:59:00,completed,,North
252,2025-01-06 07:28:00,completed,,South
253,2025-01-06 09:33:00,completed,,South
254,2025-01-07 10:54:00,processing,,Central
255,2025-01-07 18:02:00,completed,,Central
256,2025-01-07 13:20:00,completed,,South
257,2025-01-07 07:55:00,processing,,East
258,2025-01-07 20:16:00,completed,,East
259,2025-01-07 22:33:00,completed,,Central
260,2025-01-07 11:01:00,completed,,Central
261,2025-01-07 19:30:00,completed,,East
262,2025-01-07 03:53:00,completed,,North
263,2025-01-07 11:10:00,completed,,North
264,2025-01-07 22:36:00,completed,,North
265,2025-01-07 01:50:00,processing,,South
266,2025-01-07 11:52:00,completed,,East
267,2025-01-07 03:09:00,completed,,Central
268,2025-01-07 21:49:00,completed,,North
269,2025-01-07 07:26:00,completed,,South
270,2025-01-07 01:12:00,completed,,Central
271,2025-01-07 15:38:00,cancelled,,Central
272,2025-01-07 18:22:00,completed,,South
273,2025-01-07 07:30:00,completed,,East
274,2025-01-07 08:17:00,completed,,North
275,2025-01-07 21:43:00,completed,,North
276,2025-01-07 03:15:00,completed,,East
277,2025-01-07 21:32:00,completed,,North
278,2025-01-07 19:48:00,completed,,East
279,2025-01-07 14:17:00,completed,,South
280,2025-01-07 19:28:00,completed,,East
281,2025-01-07 04:30:00,refunded,,South
282,2025-01-07 07:44:00,completed,,North
283,2025-01-07 02:24:00,completed,,South
284,2025-01-07 16:59:00,refunded,,Central
285,2025-01-07 00:31:00,completed,,Central
286,2025-01-07 02:45:00,refunded,,East
287,2025-01-07 21:29:00,completed,,South
288,2025-01-07 10:27:00,completed,,North
289,2025-01-07 08:28:00,completed,,Central
290,2025-01-08 22:44:00,completed,,North
291,2025-01-08 03:38:00,completed,,East
292,2025-01-08 15:39:00,completed,,North
293,2025-01-08 02:48:00,completed,,South
294,2025-01-08 02:39:00,completed,,North
295,2025-01-08 08:47:00,completed,,East
296,2025-01-08 09:49:00,completed,,North
297,2025-01-08 15:29:00,completed,,South
298,2025-01-08 03:01:00,completed,,North
299,2025-01-08 21:01:00,completed,,South
300,2025-01-08 16:12:00,completed,,North
301,2025-01-08 10:07:00,completed,,Central
302,2025-01-08 05:33:00,completed,,East
303,2025-01-08 04:23:00,completed,,East
304,2025-01-08 22:45:00,completed,,South
305,2025-01-08 09:39:00,completed,,East
306,2025-01-08 15:41:00,completed,,East
307,2025-01-08 11:39:00,completed,,North
308,2025-01-08 14:26:00,completed,,South
309,2025-01-08 00:53:00,completed,,North
310,2025-01-08 22:19:00,completed,,North
311,2025-01-08 07:06:00,completed,,South
312,2025-01-08 20:13:00,processing,,North
313,2025-01-08 22:38:00,completed,,East
314,2025-01-08 15:23:00,completed,,South
315,2025-01-08 20:36:00,completed,,East
316,2025-01-08 11:38:00,processing,,South
317,2025-01-08 23:18:00,completed,,South
318,2025-01-08 02:55:00,refunded,,East
319,2025-01-08 11:47:00,completed,,South
320,2025-01-08 18:41:00,processing,,North
321,2025-01-08 23:14:00,completed,,East
322,2025-01-08 23:16:00,completed,,East
323,2025-01-08 06:54:00,completed,,Central
324,2025-01-08 05:25:00,completed,,Central
325,2025-01-08 08:41:00,completed,,North
326,2025-01-08 05:42:00,completed,,South
327,2025-01-08 15:58:00,completed,,North
328,2025-01-08 13:41:00,completed,,North
329,2025-01-08 23:10:00,completed,,East
330,2025-01-08 16:48:00,completed,,East
331,2025-01-08 06:22:00,completed,,East
332,2025-01-09 10:44:00,completed,,Central
333,2025-01-09 22:22:00,completed,,East
334,2025-01-09 10:59:00,processing,,East
335,2025-01-09 10:18:00,completed,,Central
336,2025-01-09 05:56:00,completed,,East
337,2025-01-09 04:11:00,completed,,East
338,2025-01-09 00:55:00,completed,,North
339,2025-01-09 03:40:00,completed,,North
340,2025-01-09 18:40:00,completed,,East
341,2025-01-09 03:43:00,completed,,North
342,2025-01-09 09:12:00,completed,,South
343,2025-01-09 09:30:00,completed,,East
344,2025-01-09 18:07:00,completed,,North
345,2025-01-09 03:36:00,completed,,South
346,2025-01-09 05:02:00,completed,,North
347,2025-01-09 16:50:00,completed,,Central
348,2025-01-09 03:16:00,completed,,North
349,2025-01-09 20:35:00,completed,,East
350,2025-01-09 09:49:00,completed,,East
351,2025-01-09 05:22:00,completed,,North
352,2025-01-09 01:44:00,completed,,Central
353,2025-01-09 16:14:00,refunded,,East
354,2025-01-09 21:25:00,completed,,Central
355,2025-01-09 12:19:00,completed,,East
356,2025-01-09 05:36:00,completed,,South
357,2025-01-09 21:15:00,completed,,South
358,2025-01-09 02:46:00,completed,,East
359,2025-01-09 04:16:00,completed,,East
360,2025-01-09 03:06:00,completed,,East
361,2025-01-09 22:57:00,completed,,South
362,2025-01-09 23:58:00,completed,,East
363,2025-01-09 09:24:00,processing,,North
364,2025-01-09 19:51:00,cancelled,,Central
365,2025-01-09 16:59:00,completed,,North
366,2025-01-09 01:19:00,completed,,Central
367,2025-01-09 13:49:00,completed,,East
368,2025-01-09 13:36:00,completed,,Central
369,2025-01-09 00:16:00,completed,,East
370,2025-01-09 16:04:00,completed,,Central
371,2025-01-10 20:44:00,completed,,South
372,2025-01-10 07:25:00,completed,,North
373,2025-01-10 04:34:00,unknown_status,,North
374,2025-01-10 18:10:00,completed,,Central
375,2025-01-10 12:06:00,completed,,South
376,2025-01-10 00:06:00,completed,,North
377,2025-01-10 11:43:00,completed,,North
378,2025-01-10 11:21:00,completed,,South
379,2025-01-10 02:55:00,completed,,South
380,2025-01-10 20:32:00,completed,,East
381,2025-01-10 00:48:00,processing,,North
382,2025-01-10 07:13:00,completed,,Central
383,2025-01-10 21:34:00,cancelled,,East
384,2025-01-10 01:03:00,completed,,Central
385,2025-01-10 08:34:00,cancelled,,South
386,2025-01-10 22:49:00,completed,,Central
387,2025-01-10 13:44:00,completed,,North
388,2025-01-10 07:41:00,completed,,South
389,2025-01-10 19:55:00,completed,,East
390,2025-01-10 19:35:00,completed,,East
391,2025-01-10 15:49:00,processing,,South
392,2025-01-10 23:10:00,completed,,Central
393,2025-01-10 14:52:00,completed,,North
394,2025-01-10 08:47:00,cancelled,,North
395,2025-01-10 01:17:00,processing,,North
396,2025-01-10 00:55:00,completed,,Central
397,2025-01-10 05:41:00,completed,,East
398,2025-01-10 00:31:00,completed,,Central
399,2025-01-10 19:49:00,processing,,East
400,2025-01-10 12:05:00,completed,,North
401,2025-01-10 09:54:00,completed,,Central
402,2025-01-10 17:36:00,completed,,Central
403,2025-01-10 04:13:00,processing,,North
404,2025-01-11 23:31:00,completed,,Central
405,2025-01-11 01:57:00,cancelled,,Central
406,2025-01-11 06:48:00,processing,,East
407,2025-01-11 14:25:00,completed,,East
408,2025-01-11 19:30:00,completed,,South
409,2025-01-11 20:12:00,completed,,South
410,2025-01-11 09:02:00,completed,,East
411,2025-01-11 10:38:00,completed,,Central
412,2025-01-11 03:51:00,completed,,Central
413,2025-01-11 14:11:00,processing,,East
414,2025-01-11 15:28:00,completed,,South
415,2025-01-11 18:02:00,completed,,East
416,2025-01-11 07:36:00,completed,,South
417,2025-01-11 16:18:00,completed,,South
418,2025-01-11 19:13:00,completed,,Central
419,2025-01-11 01:08:00,completed,,North
420,2025-01-11 18:19:00,cancelled,,Central
421,2025-01-11 02:12:00,completed,,North
422,2025-01-11 20:53:00,completed,,North
423,2025-01-11 18:07:00,completed,,East
424,2025-01-11 08:06:00,processing,,North
425,2025-01-11 03:13:00,completed,,East
426,2025-01-11 22:36:00,completed,,North
427,2025-01-11 12:46:00,completed,,North
428,2025-01-11 16:55:00,completed,,South
429,2025-01-11 01:20:00,completed,,South
430,2025-01-11 05:26:00,refunded,,North
431,2025-01-11 07:37:00,completed,,North
432,2025-01-11 02:27:00,completed,,South
433,2025-01-11 05:24:00,completed,,Central
434,2025-01-11 14:05:00,completed,,South
435,2025-01-11 11:47:00,completed,,East
436,2025-01-11 05:51:00,completed,,East
437,2025-01-11 18:38:00,completed,,South
438,2025-01-11 14:00:00,completed,,Central
439,2025-01-11 00:41:00,completed,,East
440,2025-01-12 15:03:00,completed,,South
441,2025-01-12 11:00:00,completed,,South
442,2025-01-12 13:52:00,cancelled,,South
443,2025-01-12 18:48:00,completed,,South
444,2025-01-12 19:25:00,completed,,East
445,2025-01-12 06:00:00,completed,,North
446,2025-01-12 04:00:00,processing,,North
447,2025-01-12 02:35:00,completed,,Central
448,2025-01-12 20:12:00,completed,,South
449,2025-01-12 19:19:00,completed,,South
450,2025-01-12 01:47:00,completed,,East
451,2025-01-12 21:51:00,completed,,Central
452,2025-01-12 15:51:00,completed,,South
453,2025-01-12 18:53:00,completed,,Central
454,2025-01-12 07:34:00,completed,,North
455,2025-01-12 04:24:00,completed,,South
456,2025-01-12 00:26:00,completed,,Central
457,2025-01-12 19:00:00,completed,,Central
458,2025-01-12 11:13:00,completed,,South
459,2025-01-12 07:37:00,completed,,North
460,2025-01-12 17:50:00,completed,,East
461,2025-01-12 03:12:00,completed,,North
462,2025-01-12 06:55:00,completed,,North
463,2025-01-12 15:11:00,completed,,East
464,2025-01-12 21:35:00,processing,,East
465,2025-01-12 15:14:00,completed,,South
466,2025-01-12 20:06:00,completed,,Central
467,2025-01-12 23:51:00,completed,,South
468,2025-01-12 09:27:00,completed,,East
469,2025-01-12 11:49:00,completed,,North
470,2025-01-12 16:26:00,completed,,North
471,2025-01-12 04:41:00,completed,,Central
472,2025-01-12 02:50:00,completed,,South
473,2025-01-12 17:51:00,completed,,South
474,2025-01-12 06:29:00,processing,,Central
475,2025-01-12 09:53:00,completed,,North
476,2025-01-12 07:43:00,completed,,South
477,2025-01-12 15:04:00,processing,,North
478,2025-01-12 11:37:00,completed,,Central
479,2025-01-12 01:59:00,completed,,South
480,2025-01-12 02:09:00,refunded,,North
481,2025-01-12 16:09:00,completed,,South
482,2025-01-12 02:05:00,completed,,South
483,2025-01-12 12:41:00,completed,,Central
484,2025-01-12 13:12:00,processing,,North
485,2025-01-12 12:03:00,completed,,North
486,2025-01-12 09:15:00,completed,,Central
487,2025-01-12 15:42:00,refunded,,South
488,2025-01-12 04:31:00,processing,,North
489,2025-01-13 12:18:00,processing,,Central
490,2025-01-13 04:49:00,completed,,South
491,2025-01-13 22:32:00,completed,,North
492,2025-01-13 13:06:00,completed,,East
493,2025-01-13 02:09:00,completed,,East
494,2025-01-13 01:54:00,refunded,,South
495,2025-01-13 22:05:00,completed,,South
496,2025-01-13 02:44:00,completed,,East
497,2025-01-13 16:17:00,completed,,East
498,2025-01-13 00:43:00,completed,,North
499,2025-01-13 14:01:00,refunded,,South
500,2025-01-13 17:58:00,unknown_status,,North
501,2025-01-13 14:41:00,completed,,North
502,2025-01-13 05:22:00,processing,,Central
503,2025-01-13 22:01:00,completed,,East
504,2025-01-13 12:25:00,processing,,East
505,2025-01-13 06:41:00,completed,,East
506,2025-01-13 12:29:00,completed,,South
507,2025-01-13 00:34:00,completed,,South
508,2025-01-13 16:58:00,completed,,North
509,2025-01-13 12:38:00,completed,,Central
510,2025-01-13 22:02:00,completed,,East
511,2025-01-13 22:25:00,completed,,East
512,2025-01-13 19:07:00,completed,,South
513,2025-01-13 06:23:00,completed,,Central
514,2025-01-13 10:01:00,completed,,South
515,2025-01-13 00:32:00,completed,,Central
516,2025-01-13 03:34:00,completed,,East
517,2025-01-13 11:26:00,processing,,South
518,2025-01-13 05:26:00,completed,,North
519,2025-01-13 03:30:00,completed,,South
520,2025-01-13 17:37:00,completed,,South
521,2025-01-13 08:51:00,completed,,East
522,2025-01-13 02:56:00,completed,,Central
523,2025-01-13 03:19:00,processing,,South
524,2025-01-13 10:20:00,completed,,South
525,2025-01-13 12:51:00,completed,,East
526,2025-01-13 10:03:00,completed,,North
527,2025-01-13 12:44:00,completed,,North
528,2025-01-13 19:52:00,refunded,,East
529,2025-01-13 11:23:00,completed,,South
530,2025-01-13 04:53:00,completed,,South
531,2025-01-13 17:59:00,processing,,South
532,2025-01-14 23:14:00,completed,,Central
533,2025-01-14 17:27:00,processing,,North
534,2025-01-14 16:59:00,completed,,Central
535,2025-01-14 00:59:00,refunded,,South
536,2025-01-14 19:41:00,completed,,South
537,2025-01-14 09:47:00,completed,,Central
538,2025-01-14 21:33:00,refunded,,North
539,2025-01-14 19:43:00,completed,,East
540,2025-01-14 04:19:00,completed,,South
541,2025-01-14 20:21:00,completed,,South
542,2025-01-14 17:24:00,cancelled,,East
543,2025-01-14 22:08:00,processing,,Central
544,2025-01-14 13:29:00,completed,,South
545,2025-01-14 03:42:00,completed,,South
546,2025-01-14 01:01:00,completed,,Central
547,2025-01-14 10:15:00,cancelled,,South
548,2025-01-14 00:40:00,completed,,North
549,2025-01-14 01:37:00,completed,,Central
550,2025-01-14 16:36:00,completed,,East
551,2025-01-14 09:07:00,processing,,South
552,2025-01-14 03:28:00,completed,,South
553,2025-01-14 08:13:00,completed,,South
554,2025-01-14 10:58:00,completed,,Central
555,2025-01-14 22:52:00,completed,,East
556,2025-01-14 09:02:00,completed,,East
557,2025-01-14 04:29:00,completed,,Central
558,2025-01-14 17:04:00,completed,,North
559,2025-01-14 21:22:00,completed,,East
560,2025-01-14 09:04:00,completed,,South
561,2025-01-14 07:18:00,completed,,North
562,2025-01-14 07:41:00,completed,,Central
563,2025-01-14 14:39:00,completed,,North
564,2025-01-14 18:51:00,completed,,East
565,2025-01-14 01:46:00,completed,,East
566,2025-01-14 17:51:00,completed,,North
567,2025-01-14 18:12:00,completed,,Central
568,2025-01-14 08:18:00,completed,,North
569,2025-01-14 22:51:00,completed,,South
570,2025-01-14 01:09:00,completed,,North
571,2025-01-14 01:37:00,completed,,East
572,2025-01-14 22:20:00,processing,,North
573,2025-01-14 20:04:00,completed,,South
574,2025-01-15 15:47:00,completed,,East
575,2025-01-15 13:04:00,completed,,Central
576,2025-01-15 05:34:00,completed,,North
577,2025-01-15 10:37:00,completed,,South
578,2025-01-15 00:03:00,completed,,East
579,2025-01-15 17:29:00,completed,,North
580,2025-01-15 20:35:00,completed,,Central
581,2025-01-15 06:15:00,completed,,North
582,2025-01-15 14:48:00,completed,,South
583,2025-01-15 09:38:00,cancelled,,East
584,2025-01-15 21:18:00,completed,,Central
585,2025-01-15 09:31:00,completed,,South
586,2025-01-15 14:26:00,completed,,East
587,2025-01-15 08:12:00,completed,,Central
588,2025-01-15 18:57:00,completed,,North
589,2025-01-15 17:05:00,completed,,Central
590,2025-01-15 21:07:00,completed,,South
591,2025-01-15 20:26:00,completed,,Central
592,2025-01-15 10:22:00,completed,,East
593,2025-01-15 06:14:00,completed,,North
594,2025-01-15 06:51:00,completed,,East
595,2025-01-15 13:36:00,completed,,North
596,2025-01-15 16:29:00,completed,,Central
597,2025-01-15 13:55:00,completed,,Central
598,2025-01-15 20:23:00,completed,,South
599,2025-01-15 15:08:00,cancelled,,South
600,2025-01-15 18:50:00,refunded,,North
601,2025-01-15 17:02:00,completed,,East
602,2025-01-15 00:36:00,completed,,North
603,2025-01-15 02:40:00,completed,,North
604,2025-01-15 14:10:00,completed,,South
605,2025-01-15 16:35:00,processing,,East
606,2025-01-15 05:05:00,completed,,South
607,2025-01-15 11:44:00,completed,,South
608,2025-01-15 14:15:00,completed,,Central
609,2025-01-15 17:06:00,completed,,Central
610,2025-01-15 05:53:00,processing,,Central
611,2025-01-15 04:37:00,completed,,Central
612,2025-01-15 15:58:00,completed,,Central
613,2025-01-15 11:42:00,completed,,East
614,2025-01-15 01:22:00,completed,,East
615,2025-01-15 02:17:00,completed,,South
616,2025-01-15 15:19:00,completed,,East
617,2025-01-15 10:03:00,completed,,North
618,2025-01-15 03:41:00,completed,,North
619,2025-01-15 16:07:00,completed,,North
620,2025-01-16 13:02:00,completed,,North
621,2025-01-16 01:53:00,completed,,South
622,2025-01-16 06:50:00,completed,,North
623,2025-01-16 12:57:00,completed,,South
624,2025-01-16 22:37:00,completed,,South
625,2025-01-16 00:28:00,completed,,North
626,2025-01-16 04:59:00,completed,,East
627,2025-01-16 05:03:00,completed,,East
628,2025-01-16 22:46:00,completed,,Central
629,2025-01-16 21:35:00,completed,,Central
630,2025-01-16 03:27:00,refunded,,East
631,2025-01-16 19:28:00,refunded,,East
632,2025-01-16 00:51:00,completed,,Central
633,2025-01-16 15:18:00,completed,,Central
634,2025-01-16 20:51:00,completed,,Central
635,2025-01-16 06:17:00,completed,,East
636,2025-01-16 16:49:00,completed,,East
637,2025-01-16 07:50:00,completed,,East
638,2025-01-16 23:21:00,completed,,East
639,2025-01-16 12:18:00,completed,,East
640,2025-01-16 15:58:00,completed,,South
641,2025-01-16 09:31:00,completed,,South
642,2025-01-16 21:21:00,completed,,South
643,2025-01-16 07:14:00,completed,,South
644,2025-01-16 12:37:00,completed,,North
645,2025-01-16 17:08:00,completed,,Central
646,2025-01-16 02:40:00,refunded,,North
647,2025-01-16 14:04:00,completed,,East
648,2025-01-16 18:42:00,completed,,Central
649,2025-01-16 07:05:00,completed,,North
650,2025-01-16 03:08:00,completed,,North
651,2025-01-16 22:47:00,processing,,Central
652,2025-01-16 13:22:00,completed,,Central
653,2025-01-16 08:53:00,completed,,East
