shipment_id,order_id,promised_ship_date,shipped_date,delivered_date
43,45,2025-01-04 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00
44,46,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-05 00:00:00
45,47,2025-01-04 00:00:00,2025-01-03 00:00:00,2025-01-05 00:00:00
46,48,2025-01-04 00:00:00,2025-01-02 00:00:00,2025-01-04 00:00:00
47,49,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-06 00:00:00
48,50,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
49,51,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
50,52,2025-01-06 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
51,53,2025-01-05 00:00:00,2025-01-03 00:00:00,2025-01-05 00:00:00
52,55,2025-01-04 00:00:00,2025-01-03 00:00:00,2025-01-06 00:00:00
53,56,2025-01-04 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
54,57,2025-01-05 00:00:00,2025-01-03 00:00:00,2025-01-06 00:00:00
55,58,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
56,59,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-05 00:00:00
57,60,2025-01-04 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
58,62,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-07 00:00:00
59,63,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
60,64,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
61,65,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
62,66,2025-01-05 00:00:00,2025-01-03 00:00:00,2025-01-05 00:00:00
63,67,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
64,68,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
65,69,2025-01-06 00:00:00,2025-01-07 00:00:00,2025-01-09 00:00:00
66,70,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
67,71,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-07 00:00:00
68,72,2025-01-04 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
69,73,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-06 00:00:00
70,74,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
71,75,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-07 00:00:00
72,76,2025-01-05 00:00:00,2025-01-03 00:00:00,2025-01-04 00:00:00
73,77,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-05 00:00:00
74,78,2025-01-05 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
75,79,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-05 00:00:00
76,80,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-06 00:00:00
77,82,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-06 00:00:00
78,83,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
79,84,2025-01-07 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
80,85,2025-01-06 00:00:00,2025-01-04 00:00:00,2025-01-06 00:00:00
81,86,2025-01-07 00:00:00,2025-01-04 00:00:00,2025-01-05 00:00:00
82,87,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
83,88,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
84,89,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
85,90,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-09 00:00:00
86,91,2025-01-07 00:00:00,2025-01-05 00:00:00,2025-01-07 00:00:00
87,92,2025-01-07 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
88,93,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
89,94,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
90,95,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
91,96,2025-01-05 00:00:00,2025-01-10 00:00:00,2025-01-14 00:00:00
92,97,2025-01-06 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
93,98,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-09 00:00:00
94,99,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-07 00:00:00
95,100,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
96,101,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
97,102,2025-01-05 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00
98,103,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
99,104,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
100,105,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-07 00:00:00
101,106,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-09 00:00:00
102,107,2025-01-06 00:00:00,,
103,108,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
104,109,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
105,110,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
106,111,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
107,112,2025-01-06 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
108,113,2025-01-05 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00
109,114,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
110,115,2025-01-05 00:00:00,,
111,116,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-07 00:00:00
112,118,2025-01-05 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
113,119,2025-01-05 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
114,120,2025-01-07 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
115,121,2025-01-06 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
116,122,2025-01-08 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
117,123,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
118,124,2025-01-07 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
119,125,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
120,126,2025-01-07 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
121,127,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-09 00:00:00
122,128,2025-01-07 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
123,129,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-08 00:00:00
124,130,2025-01-06 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
125,131,2025-01-07 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
126,132,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
127,133,2025-01-08 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
128,134,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-09 00:00:00
129,135,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
130,136,2025-01-06 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
131,137,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-08 00:00:00
132,138,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-08 00:00:00
133,139,2025-01-07 00:00:00,2025-01-05 00:00:00,2025-01-09 00:00:00
134,140,2025-01-06 00:00:00,2025-01-07 00:00:00,2025-01-09 00:00:00
135,141,2025-01-06 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
136,142,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
137,143,2025-01-08 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
138,144,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-07 00:00:00
139,145,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
140,146,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-08 00:00:00
141,147,2025-01-07 00:00:00,,
142,148,2025-01-08 00:00:00,2025-01-06 00:00:00,2025-01-08 00:00:00
143,149,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
144,150,2025-01-07 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
145,151,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00
146,152,2025-01-07 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
147,153,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
148,154,2025-01-08 00:00:00,,
149,155,2025-01-07 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
150,156,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
151,157,2025-01-08 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
152,158,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-09 00:00:00
153,159,2025-01-08 00:00:00,2025-01-06 00:00:00,2025-01-09 00:00:00
154,160,2025-01-07 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
155,161,2025-01-07 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00
156,162,2025-01-07 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00
157,163,2025-01-06 00:00:00,2025-01-05 00:00:00,2025-01-08 00:00:00
158,164,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
159,166,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
160,167,2025-01-07 00:00:00,2025-01-12 00:00:00,2025-01-15 00:00:00
161,168,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
162,169,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
163,171,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
164,174,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
165,175,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
166,176,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
167,177,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
168,178,2025-01-09 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00
169,179,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-09 00:00:00
170,180,2025-01-07 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
171,181,2025-01-08 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00
172,182,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
173,183,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
174,184,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-14 00:00:00
175,185,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
176,186,2025-01-07 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
177,187,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
178,188,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
179,189,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
180,190,2025-01-07 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
181,191,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
182,192,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
183,194,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
184,195,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00
185,196,2025-01-09 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
186,197,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
187,198,2025-01-09 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
188,200,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
189,201,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
190,202,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
191,203,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
192,204,2025-01-08 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
193,205,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
194,206,2025-01-07 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
195,207,2025-01-09 00:00:00,,
196,208,2025-01-08 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
197,209,2025-01-08 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
198,210,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
199,211,2025-01-08 00:00:00,2025-01-06 00:00:00,2025-01-09 00:00:00
200,213,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-10 00:00:00
201,214,2025-01-07 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
202,215,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
203,216,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
204,217,2025-01-08 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
205,218,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
206,219,2025-01-08 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
207,220,2025-01-09 00:00:00,,
208,221,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
209,222,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-11 00:00:00
210,223,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
211,224,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
212,225,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
213,226,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
214,227,2025-01-09 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
215,228,2025-01-08 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
216,229,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
217,230,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-13 00:00:00
218,231,2025-01-08 00:00:00,2025-01-09 00:00:00,2025-01-11 00:00:00
219,232,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-12 00:00:00
220,234,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
221,235,2025-01-10 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
222,236,2025-01-08 00:00:00,2025-01-09 00:00:00,2025-01-13 00:00:00
223,237,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-11 00:00:00
224,238,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
225,240,2025-01-09 00:00:00,2025-01-11 00:00:00,2025-01-14 00:00:00
226,241,2025-01-10 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
227,242,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
228,243,2025-01-08 00:00:00,2025-01-11 00:00:00,2025-01-14 00:00:00
229,244,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
230,245,2025-01-09 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
231,246,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
232,247,2025-01-09 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00
233,248,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
234,249,2025-01-08 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
235,250,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
236,251,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
237,252,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
238,253,2025-01-09 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
239,254,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-11 00:00:00
240,255,2025-01-10 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
241,256,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
242,257,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
243,258,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
244,259,2025-01-10 00:00:00,2025-01-12 00:00:00,2025-01-16 00:00:00
245,260,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
246,261,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-10 00:00:00
247,262,2025-01-09 00:00:00,2025-01-12 00:00:00,2025-01-14 00:00:00
248,263,2025-01-10 00:00:00,2025-01-09 00:00:00,2025-01-13 00:00:00
249,264,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-11 00:00:00
250,265,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
251,266,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
252,267,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
253,268,2025-01-11 00:00:00,,
254,269,2025-01-11 00:00:00,2025-01-09 00:00:00,2025-01-13 00:00:00
255,270,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
256,272,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
257,273,2025-01-09 00:00:00,,
258,274,2025-01-10 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00
259,275,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
260,276,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
261,277,2025-01-10 00:00:00,2025-01-09 00:00:00,2025-01-11 00:00:00
262,278,2025-01-11 00:00:00,,
263,279,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
264,280,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-12 00:00:00
265,282,2025-01-09 00:00:00,2025-01-09 00:00:00,2025-01-13 00:00:00
266,283,2025-01-10 00:00:00,,
267,285,2025-01-10 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
268,287,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
269,288,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-14 00:00:00
270,289,2025-01-10 00:00:00,2025-01-12 00:00:00,2025-01-16 00:00:00
271,290,2025-01-12 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
272,291,2025-01-10 00:00:00,,
273,292,2025-01-12 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
274,293,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-15 00:00:00
275,294,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
276,295,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
277,296,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
278,297,2025-01-10 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
279,298,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
280,299,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
281,300,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
282,301,2025-01-12 00:00:00,2025-01-13 00:00:00,2025-01-16 00:00:00
283,302,2025-01-10 00:00:00,2025-01-15 00:00:00,2025-01-19 00:00:00
284,303,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
285,304,2025-01-11 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
286,305,2025-01-11 00:00:00,2025-01-13 00:00:00,2025-01-16 00:00:00
287,306,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
288,307,2025-01-10 00:00:00,2025-01-13 00:00:00,2025-01-15 00:00:00
289,308,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
290,309,2025-01-11 00:00:00,2025-01-13 00:00:00,2025-01-14 00:00:00
291,310,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
292,311,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
293,312,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
294,313,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-14 00:00:00
295,314,2025-01-11 00:00:00,2025-01-13 00:00:00,2025-01-16 00:00:00
296,315,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
297,316,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-14 00:00:00
298,317,2025-01-11 00:00:00,2025-01-09 00:00:00,2025-01-13 00:00:00
299,319,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
300,320,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
301,321,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
302,322,2025-01-12 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00
303,323,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-13 00:00:00
304,324,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00
305,325,2025-01-11 00:00:00,2025-01-15 00:00:00,2025-01-19 00:00:00
306,326,2025-01-10 00:00:00,2025-01-11 00:00:00,2025-01-15 00:00:00
307,327,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-15 00:00:00
308,328,2025-01-12 00:00:00,2025-01-13 00:00:00,2025-01-15 00:00:00
309,329,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-14 00:00:00
310,330,2025-01-11 00:00:00,2025-01-10 00:00:00,2025-01-12 00:00:00
311,331,2025-01-11 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00
312,332,2025-01-11 00:00:00,2025-01-16 00:00:00,2025-01-17 00:00:00
313,333,2025-01-13 00:00:00,2025-01-16 00:00:00,2025-01-17 00:00:00
314,334,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-14 00:00:00
315,335,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-15 00:00:00
316,336,2025-01-11 00:00:00,2025-01-12 00:00:00,2025-01-16 00:00:00
317,337,2025-01-12 00:00:00,2025-01-12 00:00:00,2025-01-16 00:00:00
318,338,2025-01-12 00:00:00,2025-01-14 00:00:00,2025-01-17 00:00:00
319,339,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
320,340,2025-01-12 00:00:00,2025-01-14 00:00:00,2025-01-18 00:00:00
321,341,2025-01-12 00:00:00,2025-01-14 00:00:00,2025-01-17 00:00:00
322,342,2025-01-13 00:00:00,2025-01-11 00:00:00,2025-01-15 00:00:00
323,343,2025-01-12 00:00:00,2025-01-14 00:00:00,2025-01-17 00:00:00
324,344,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
325,345,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-13 00:00:00
326,346,2025-01-12 00:00:00,2025-01-14 00:00:00,2025-01-17 00:00:00
327,347,2025-01-12 00:00:00,2025-01-12 00:00:00,2025-01-15 00:00:00
328,348,2025-01-12 00:00:00,2025-01-11 00:00:00,2025-01-15 00:00:00
329,349,2025-01-12 00:00:00,2025-01-16 00:00:00,2025-01-19 00:00:00
330,350,2025-01-13 00:00:00,2025-01-12 00:00:00,2025-01-13 00:00:00
331,351,2025-01-11 00:00:00,2025-01-12 00:00:00,2025-01-15 00:00:00
332,352,2025-01-11 00:00:00,2025-01-16 00:00:00,2025-01-20 00:00:00
